Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
18,Bump Wills#,28,TEX,AL,1.1,102,454,410,51,103,13,2,2,41,12,9,32,49,0.251,0.304,0.307,0.611,82,0.286,78,126,8,1,6,5,2,*4/D,,willsbu01
19,Bill Buckner*,31,CHC,NL,1.2,106,453,421,45,131,35,3,10,75,5,2,26,16,0.311,0.349,0.48,0.829,130,0.376,128,202,17,1,0,5,9,*3/H,ASMVP-10,bucknbi01
20,Cecil Cooper*,31,MIL,AL,4.2,106,453,416,70,133,35,1,12,60,5,4,28,30,0.32,0.363,0.495,0.858,151,0.396,155,206,16,3,1,5,2,*3/DH,MVP-8SS,coopece01
21,Gene Richards*,27,SDP,NL,2.8,104,453,393,47,113,14,12,3,42,20,8,53,44,0.288,0.373,0.407,0.78,128,0.376,136,160,6,1,5,1,3,*7/H,,richage01
22,Ben Oglivie*,32,MIL,AL,0.5,107,452,400,53,97,15,2,14,72,2,2,37,49,0.243,0.31,0.395,0.705,107,0.328,106,158,9,6,1,8,10,*7/D8H,,oglivbe01
23,Tom Paciorek,34,SEA,AL,4.3,104,452,405,50,132,28,2,14,66,13,10,35,50,0.326,0.379,0.509,0.888,151,0.402,152,206,10,4,1,7,3,*798/3H,ASMVP-10,pacioto01
24,Al Bumbry*,34,BAL,AL,1,101,451,392,61,107,18,2,1,27,22,15,51,51,0.273,0.358,0.337,0.695,102,0.339,110,132,6,2,4,2,2,*8/7H,,bumbral01
25,José Cruz*,33,HOU,NL,3.2,107,451,409,53,109,16,5,13,55,5,7,35,49,0.267,0.319,0.425,0.745,115,0.351,122,174,7,0,0,7,4,*7/H,MVP-14,cruzjo01
26,Ruppert Jones*,26,SDP,NL,1.6,105,451,397,53,99,34,1,4,39,7,9,43,66,0.249,0.318,0.37,0.688,101,0.32,100,147,7,0,4,7,2,*8/H,,jonesru01
27,Tony Bernazard#,24,CHW,AL,3.7,106,450,384,53,106,14,4,6,34,4,4,54,66,0.276,0.367,0.38,0.748,119,0.35,121,146,7,2,9,1,6,*4/H6,,bernato01
28,Al Oliver*,34,TEX,AL,1.5,102,448,421,53,130,29,1,4,55,3,0,24,28,0.309,0.348,0.411,0.759,125,0.348,119,173,17,2,0,1,10,*D/3H,ASMVP-16SS,oliveal01
29,Steve Kemp*,26,DET,AL,3.8,105,447,372,52,103,18,4,9,49,9,3,70,48,0.277,0.389,0.419,0.809,131,0.383,135,156,13,1,0,4,5,*7D/H,MVP-23,kempst01
30,Keith Hernandez*,27,STL,NL,4.2,103,444,376,65,115,27,4,8,48,12,5,61,45,0.306,0.401,0.463,0.864,142,0.401,146,174,9,2,0,5,6,*3/H7,MVP-20GG,hernake01
31,Ken Griffey*,31,CIN,NL,2.8,101,442,396,65,123,21,6,2,34,12,4,39,42,0.311,0.37,0.409,0.78,120,0.369,122,162,9,1,2,4,6,*8/9H,,griffke01
32,Andre Dawson,26,MON,NL,7.5,103,441,394,71,119,21,3,24,64,26,4,35,50,0.302,0.365,0.553,0.918,157,0.437,168,218,6,7,0,5,14,*8,ASMVP-2GGSS,dawsoan01
33,George Hendrick,31,STL,NL,2.7,101,441,394,67,112,19,3,18,61,4,2,41,44,0.284,0.356,0.485,0.841,135,0.388,138,191,10,4,0,2,7,*98,MVP-14,hendrge01
34,Greg Luzinski,30,CHW,AL,2.7,104,441,378,55,100,15,1,21,62,0,0,58,80,0.265,0.365,0.476,0.841,145,0.391,148,180,10,3,0,2,1,*D/H,MVP-23,luzingr01
35,Dave Winfield,29,NYY,AL,2.5,105,440,388,52,114,25,1,13,68,11,1,43,41,0.294,0.36,0.464,0.824,139,0.378,134,180,13,1,1,7,3,*78/HD,ASMVP-7SS,winfida01
36,Dusty Baker,32,LAD,NL,2.8,103,438,400,48,128,17,3,9,49,10,7,29,43,0.32,0.363,0.445,0.808,132,0.379,138,178,9,1,3,5,1,*7/H,ASMVP-7GGSS,bakerdu01
37,Carney Lansford,24,BOS,AL,3.7,102,438,399,61,134,23,3,4,52,15,10,34,28,0.336,0.389,0.439,0.828,133,0.387,139,175,6,2,1,2,3,*5D/H,MVP-6SS,lansfca01
38,Jack Clark,25,SFG,NL,3.1,99,437,385,60,103,19,2,17,53,1,1,45,45,0.268,0.341,0.46,0.801,128,0.376,134,177,12,1,0,6,6,*9/H,,clarkja01
39,Mike Schmidt,31,PHI,NL,7.7,102,434,354,78,112,19,2,31,91,12,4,73,71,0.316,0.435,0.644,1.08,198,0.481,206,228,9,4,0,3,18,*5/H,ASMVP-1GGSS,schmimi01
40,Hal McRae,35,KCR,AL,0.7,101,433,389,38,106,23,2,7,36,3,4,34,33,0.272,0.33,0.396,0.726,111,0.34,113,154,11,2,3,5,3,*D/79,,mcraeha01
41,Don Baylor,32,CAL,AL,1.4,103,432,377,52,90,18,1,17,66,3,3,42,51,0.239,0.322,0.427,0.749,116,0.35,118,161,13,7,0,6,1,*D/37H,,baylodo01
42,Ray Knight,28,CIN,NL,1.3,106,429,386,43,100,23,1,6,34,2,4,33,51,0.259,0.322,0.37,0.692,95,0.327,96,143,18,4,3,3,3,*5/H,,knighra01
43,Gary Matthews,30,PHI,NL,2.5,101,428,359,62,108,21,3,9,67,15,2,59,42,0.301,0.398,0.451,0.849,137,0.404,142,162,8,3,1,6,2,*7/H,MVP-13,matthga01
44,Mickey Rivers*,32,TEX,AL,2.1,99,428,399,62,114,21,2,3,26,9,5,24,31,0.286,0.327,0.371,0.698,107,0.337,113,148,3,1,3,1,2,*8/H,,rivermi01
45,Ken Singleton#,34,BAL,AL,1.2,103,428,363,48,101,16,1,13,49,0,0,61,59,0.278,0.38,0.435,0.816,135,0.376,135,158,21,0,2,2,6,*9D/H,ASMVP-23,singlke01
46,Toby Harrah,32,CLE,AL,2,103,427,361,64,105,12,4,5,44,12,1,57,44,0.291,0.382,0.388,0.77,124,0.363,122,140,5,1,0,8,8,*5/6DH,,harrato01
47,Tony Scott#,29,2TM,NL,1.9,100,427,401,49,106,18,4,4,39,18,10,20,54,0.264,0.301,0.359,0.66,89,0.321,92,144,4,1,5,0,1,*8/H,,scottto01
48,Luis Salazar,25,SDP,NL,1.6,109,424,400,37,121,19,6,3,38,11,8,16,72,0.303,0.329,0.403,0.732,113,0.352,122,161,7,1,5,2,2,*598/H7,,salazlu01
49,Eddie Murray#,25,BAL,AL,3.7,99,422,378,57,111,21,2,22,78,2,3,40,43,0.294,0.36,0.534,0.895,156,0.403,156,202,10,1,0,3,10,*3,ASMVP-5,murraed02
50,Willie Randolph,26,NYY,AL,2.4,93,422,357,59,83,14,3,2,24,14,5,57,24,0.232,0.336,0.305,0.641,88,0.325,97,109,10,0,5,3,0,*4,AS,randowi01
51,Rod Carew*,35,CAL,AL,3,93,421,364,57,111,17,1,2,21,16,9,45,45,0.305,0.38,0.374,0.753,120,0.37,133,136,8,0,10,2,7,*3/DH,AS,carewro01
52,Ken Landreaux*,26,LAD,NL,0.9,99,421,390,48,98,16,4,7,41,18,4,25,42,0.251,0.297,0.367,0.664,91,0.314,83,143,6,1,3,1,3,*8/H,,landrke01
53,Ken Oberkfell*,25,STL,NL,3.3,102,420,376,43,110,12,6,2,45,13,5,37,28,0.293,0.353,0.372,0.725,104,0.36,115,140,11,0,3,4,6,*5/6H,,oberkke01
54,Gorman Thomas,30,MIL,AL,3.1,103,420,363,54,94,22,0,21,65,4,5,50,85,0.259,0.348,0.493,0.841,146,0.378,144,179,6,2,0,5,8,*89/D,AS,thomago01
55,Willie Aikens*,26,KCR,AL,1.9,101,419,349,45,93,16,0,17,53,0,0,62,47,0.266,0.377,0.458,0.836,143,0.375,136,160,11,3,0,5,12,*3/H,,aikenwi01
56,Gary Carter,27,MON,NL,3.8,100,419,374,48,94,20,2,16,68,1,5,35,35,0.251,0.313,0.444,0.756,112,0.348,114,166,6,1,3,6,4,*2/3,ASMVP-6GGSS,cartega01
57,Darrell Evans*,34,SFG,NL,3,102,419,357,51,92,13,4,12,48,2,3,54,33,0.258,0.356,0.417,0.773,121,0.348,115,149,4,2,3,3,8,*53/H,,evansda01
58,Amos Otis,34,KCR,AL,2.1,99,417,372,49,100,22,3,9,57,16,7,31,59,0.269,0.321,0.417,0.738,114,0.344,112,155,7,2,3,9,1,*87/H9D,,otisam01
59,Dale Murphy,25,ATL,NL,1.7,104,416,369,43,91,12,1,13,50,14,5,44,72,0.247,0.325,0.39,0.716,100,0.346,104,144,10,0,1,2,8,*8/3H9,,murphda05
60,Buddy Bell,29,TEX,AL,6.2,97,415,360,44,106,16,1,10,64,3,3,42,30,0.294,0.364,0.428,0.792,134,0.369,137,154,6,3,0,10,10,*5/6H,ASMVP-17GG,bellbu01
61,Alfredo Griffin#,23,TOR,AL,-2,101,414,388,30,81,19,6,0,21,8,12,17,38,0.209,0.243,0.289,0.531,49,0.24,37,112,6,1,6,2,1,*6/5H4,,griffal01
62,Enos Cabell,31,SFG,NL,-1.4,96,413,396,41,101,20,1,2,36,6,7,10,47,0.255,0.274,0.326,0.6,72,0.289,72,129,6,1,4,2,0,35/H,,cabelen01
63,Ted Simmons#,31,MIL,AL,0.3,100,413,380,45,82,13,3,14,61,0,1,23,32,0.216,0.262,0.376,0.638,87,0.293,81,143,10,3,1,6,2,*2D/3H,AS,simmote01
64,Dave Collins#,28,CIN,NL,2.2,95,412,360,63,98,18,6,3,23,26,10,41,41,0.272,0.355,0.381,0.735,108,0.362,115,137,6,6,3,2,1,*9/87H,,collida02
65,Terry Kennedy*,25,SDP,NL,2.5,101,412,382,32,115,24,1,2,41,0,2,22,53,0.301,0.341,0.385,0.726,112,0.335,109,147,7,2,4,2,6,*2/H,AS,kennete02
66,Dave Kingman,32,NYM,NL,0.7,100,412,353,40,78,11,3,22,59,6,0,55,105,0.221,0.326,0.456,0.782,123,0.363,121,161,9,1,1,2,7,37/H,,kingmda01
67,Lloyd Moseby*,21,TOR,AL,0.4,100,412,378,36,88,16,2,9,43,11,8,24,86,0.233,0.278,0.357,0.635,78,0.295,73,135,4,1,5,4,3,*89/H,,mosebll01
68,Robin Yount,25,MIL,AL,4.9,96,411,377,50,103,15,5,10,49,4,1,22,37,0.273,0.312,0.419,0.731,114,0.338,111,158,4,2,4,6,1,*6/DH,MVP-17,yountro01
69,Jerry Remy*,28,BOS,AL,1.9,88,410,358,55,110,9,1,0,31,9,2,36,30,0.307,0.368,0.338,0.706,100,0.337,98,121,6,0,13,3,2,*4/H,,remyje01
70,John Castino,26,MIN,AL,2.2,101,409,381,41,102,13,9,6,36,4,5,18,52,0.268,0.301,0.396,0.697,95,0.319,90,151,3,1,7,2,3,*5/4H,,castijo01
71,Dan Ford,29,CAL,AL,1.8,97,409,375,53,104,14,1,15,48,2,2,23,71,0.277,0.327,0.44,0.767,121,0.355,121,165,16,5,5,1,3,*9/7H,,fordda01
72,Ron Oester#,25,CIN,NL,3.2,105,408,354,45,96,16,7,5,42,2,5,42,49,0.271,0.342,0.398,0.741,109,0.343,109,141,8,0,5,7,8,*4/6H,,oestero01
73,Juan Bonilla,25,SDP,NL,0.6,99,407,369,30,107,13,2,1,25,4,9,25,23,0.29,0.337,0.344,0.681,99,0.317,101,127,7,2,9,2,5,*4/H,ROY-4,bonilju01
74,Art Howe,34,HOU,NL,3.5,103,406,361,43,107,22,4,3,36,1,3,41,23,0.296,0.365,0.404,0.77,124,0.362,129,146,8,0,1,3,7,*5/H3,MVP-18,howear01
75,Rich Dauer,28,BAL,AL,2.3,96,404,369,41,97,27,0,4,38,0,0,27,18,0.263,0.317,0.369,0.685,98,0.33,101,136,6,3,3,2,0,*4/5H,,dauerri01
76,Bobby Grich,32,CAL,AL,5.5,100,404,352,56,107,14,2,22,61,2,4,40,71,0.304,0.378,0.543,0.921,165,0.426,175,191,5,4,5,3,4,*4,MVP-14SS,grichbo01
77,Rick Manning*,26,CLE,AL,2.2,103,404,360,47,88,15,3,4,33,25,3,40,57,0.244,0.318,0.336,0.655,90,0.329,92,121,4,0,2,2,2,*8/H,,manniri01
78,Mickey Hatcher,26,MIN,AL,-0.8,99,402,377,36,96,23,2,3,37,3,1,15,29,0.255,0.285,0.35,0.635,78,0.305,77,132,10,2,5,3,2,*8/375HD,,hatchmi01
79,Graig Nettles*,36,NYY,AL,2.7,103,402,349,46,85,7,1,15,46,0,2,47,49,0.244,0.333,0.398,0.731,112,0.339,111,139,5,1,2,3,4,*5/DH,,nettlgr01
80,Rodney Scott#,27,MON,NL,0.6,95,402,336,43,69,9,3,0,26,30,7,50,35,0.205,0.308,0.25,0.558,60,0.301,65,84,7,1,13,2,0,*4/H,,scottro01
81,Julio Cruz#,26,SEA,AL,2.4,94,401,352,57,90,12,3,2,24,43,8,39,40,0.256,0.332,0.324,0.656,87,0.347,95,114,4,3,4,3,0,*4/H6,,cruzju01
82,Warren Cromartie*,27,MON,NL,2.1,99,400,358,41,109,19,2,6,42,2,3,39,27,0.304,0.37,0.419,0.789,123,0.359,120,150,8,0,0,3,12,39/H,MVP-24,cromawa01
83,Glenn Hubbard,23,ATL,NL,1,99,400,361,39,85,13,5,6,33,4,2,33,59,0.235,0.302,0.349,0.651,83,0.315,83,126,7,2,3,1,2,*4/H,,hubbagl01
84,Mike Hargrove*,31,CLE,AL,3.1,94,398,322,43,102,21,0,2,49,5,4,60,16,0.317,0.424,0.401,0.824,141,0.393,150,129,14,5,4,7,5,*3/DH,MVP-21,hargrmi01
85,Jim Gantner*,28,MIL,AL,1.5,107,397,352,35,94,14,1,2,33,3,6,29,29,0.267,0.325,0.33,0.654,94,0.304,91,116,6,3,9,4,5,*4/H,,gantnji01
86,Jim Sundberg,30,TEX,AL,3.9,102,396,339,42,94,17,2,3,28,2,5,50,48,0.277,0.369,0.366,0.735,119,0.348,124,124,5,1,3,3,6,*2/H7,GG,sundbji01
87,Carlton Fisk,33,CHW,AL,2.8,96,394,338,44,89,12,0,7,45,3,2,38,37,0.263,0.354,0.361,0.715,110,0.349,118,122,9,12,1,5,3,*2/H357,ASSS,fiskca01
88,Terry Puhl*,24,HOU,NL,1.9,96,394,350,43,88,19,4,3,28,22,4,31,49,0.251,0.315,0.354,0.67,95,0.325,91,124,3,4,4,5,5,*98H,,puhlte01
89,Larry Bowa#,35,PHI,NL,1.8,103,391,360,34,102,14,3,0,31,16,7,26,17,0.283,0.331,0.339,0.67,87,0.329,90,122,8,0,4,1,2,*6/H,,bowala01
90,Doug DeCinces,30,BAL,AL,2.6,100,391,346,49,91,23,2,13,55,0,3,41,32,0.263,0.341,0.454,0.795,128,0.368,131,157,12,1,1,2,2,*5/H37,,decindo01
91,Larry Herndon,27,SFG,NL,2,96,391,364,48,105,15,8,5,41,15,6,20,55,0.288,0.325,0.415,0.74,111,0.352,114,151,12,1,3,3,2,*79/8H,,herndla01
92,Frank White,30,KCR,AL,1.3,94,390,364,35,91,17,1,9,38,4,2,19,50,0.25,0.285,0.376,0.661,92,0.314,91,137,10,0,4,3,0,*4/H,ASGG,whitefr01
93,Carl Yastrzemski*,41,BOS,AL,0.5,91,390,338,36,83,14,1,7,53,0,1,49,28,0.246,0.338,0.355,0.693,96,0.327,94,120,10,0,0,3,4,D3/H,,yastrca01
94,Hubie Brooks,24,NYM,NL,2.6,98,389,358,34,110,21,2,4,38,9,5,23,65,0.307,0.345,0.411,0.756,116,0.355,118,147,9,1,1,6,2,*5/H967,ROY-3,brookhu01
95,Richie Zisk,32,SEA,AL,1.7,94,388,357,42,111,12,1,16,43,0,2,28,63,0.311,0.366,0.485,0.851,140,0.387,140,173,8,3,0,0,3,*D/H,,ziskri01
96,Pedro Guerrero,25,LAD,NL,2.9,98,387,347,46,104,17,2,12,48,5,9,34,57,0.3,0.365,0.464,0.829,138,0.388,150,161,12,2,3,1,3,*95/8H3,AS,guerrpe01
97,Manny Trillo,30,PHI,NL,1.8,94,387,349,37,100,14,3,6,36,10,4,26,37,0.287,0.338,0.395,0.733,104,0.356,110,138,6,3,5,4,3,*4,ASGGSS,trillma01
98,Bruce Bochte*,30,SEA,AL,0.6,99,385,335,39,87,16,0,6,30,1,3,47,53,0.26,0.354,0.361,0.715,104,0.343,109,121,5,2,1,0,5,*37/HD,,bochtbr01
99,Larry Parrish,27,MON,NL,0,97,385,349,41,85,19,3,8,44,0,0,28,73,0.244,0.297,0.384,0.681,92,0.32,89,134,10,0,5,3,2,*5/H,,parrila01
100,Lance Parrish,25,DET,AL,1.8,96,384,348,39,85,18,2,10,46,2,3,34,52,0.244,0.311,0.394,0.704,100,0.325,96,137,16,0,1,1,6,*2/DH,,parrila02
101,U L Washington#,27,KCR,AL,1.5,98,384,339,40,77,19,1,2,29,10,10,41,43,0.227,0.31,0.307,0.616,80,0.284,74,104,6,0,3,1,1,*6/H,,washiu_01
102,Chet Lemon,26,CHW,AL,4.1,94,383,328,50,99,23,6,9,50,5,8,33,48,0.302,0.384,0.491,0.874,155,0.401,161,161,10,13,5,4,0,*8,,lemonch01
103,Reggie Jackson*,35,NYY,AL,1,94,382,334,33,79,17,1,15,54,0,3,46,82,0.237,0.33,0.428,0.758,120,0.347,118,143,8,1,0,1,2,9D/H,AS,jacksre01
104,Dave Stapleton,27,BOS,AL,1.3,93,382,355,45,101,17,1,10,42,0,4,21,22,0.285,0.325,0.423,0.747,109,0.346,111,150,11,1,3,2,1,6543/HD,,staplda01
105,Lou Whitaker*,24,DET,AL,3.8,109,382,335,48,88,14,4,5,36,5,3,40,42,0.263,0.34,0.373,0.714,104,0.34,106,125,5,1,3,3,3,*4/H,,whitalo01
106,George Brett*,28,KCR,AL,3.3,89,379,347,42,109,27,7,6,43,14,6,27,23,0.314,0.361,0.484,0.846,145,0.388,144,168,7,1,0,4,7,*5/H,ASMVP-27,brettge01
107,Joe Morgan*,37,SFG,NL,2.1,90,378,308,47,74,16,1,8,31,14,5,66,37,0.24,0.371,0.377,0.748,115,0.354,115,116,3,0,1,3,7,*4/H,,morgajo02
108,Bill Almon,28,CHW,AL,2.1,103,377,349,46,105,10,2,4,41,16,6,21,60,0.301,0.341,0.375,0.717,110,0.346,113,131,4,2,2,3,0,*6,MVP-19,almonbi01
109,Lee Mazzilli#,26,NYM,NL,-0.7,95,376,324,36,74,14,5,6,34,17,7,46,53,0.228,0.324,0.358,0.682,96,0.326,94,116,5,2,0,4,3,*78/H3,,mazzile01
110,Brian Downing,30,CAL,AL,1.1,93,370,317,47,79,14,0,9,41,1,1,46,35,0.249,0.351,0.379,0.73,112,0.353,120,120,11,4,3,0,1,72/DH,,downibr01
111,Jorge Orta*,30,CLE,AL,0.1,88,370,338,50,92,14,3,5,34,4,3,21,43,0.272,0.312,0.376,0.688,99,0.32,96,127,11,1,5,5,3,*9/H8,,ortajo01
112,Mike Easler*,30,PIT,NL,0.9,95,369,339,43,97,18,5,7,42,4,7,24,45,0.286,0.328,0.431,0.759,111,0.343,108,146,10,0,0,6,7,*79/H,AS,easlemi01
113,Ron LeFlore,33,CHW,AL,0.8,82,369,337,46,83,10,4,0,24,36,11,28,70,0.246,0.304,0.3,0.604,78,0.317,87,101,9,1,1,2,0,*7/8,,lefloro01
114,Tim Raines#,21,MON,NL,3.5,88,363,313,61,95,13,7,5,37,71,11,45,31,0.304,0.391,0.438,0.829,135,0.421,135,137,7,2,0,3,5,*7/H4,ASMVP-19ROY-2,raineti01
115,Jeff Burroughs,30,SEA,AL,-0.3,89,360,319,32,81,13,1,10,41,0,1,41,64,0.254,0.339,0.395,0.734,108,0.344,108,126,7,0,0,0,3,*9/7DH,,burroje01
116,Ron Cey,33,LAD,NL,3.5,85,359,312,42,90,15,2,13,50,0,2,40,55,0.288,0.372,0.474,0.846,143,0.396,152,148,7,3,1,3,3,*5/H,,ceyro01
117,Leon Durham*,23,CHC,NL,1,87,355,328,42,95,14,6,10,35,25,11,27,53,0.29,0.344,0.46,0.804,124,0.38,128,151,6,0,0,0,6,*9/3H,,durhale01
118,Johnnie LeMaster,27,SFG,NL,0.4,104,354,324,27,82,9,1,0,28,3,7,24,46,0.253,0.306,0.287,0.593,71,0.287,73,93,9,1,4,1,7,*6/H,,lemasjo01
119,Milt May*,30,SFG,NL,1.4,97,354,316,20,98,17,0,2,33,1,4,34,29,0.31,0.376,0.383,0.759,118,0.354,122,121,7,0,3,1,10,*2H,MVP-25,maymi01
120,Craig Reynolds*,28,HOU,NL,1.5,87,354,323,43,84,10,12,4,31,3,3,12,31,0.26,0.286,0.402,0.688,98,0.306,86,130,6,0,18,1,2,*6/H,,reynocr01
121,Tim Foli,30,PIT,NL,-0.6,86,351,316,32,78,12,2,0,20,7,7,17,10,0.247,0.285,0.297,0.582,63,0.28,58,94,2,1,14,3,0,*6/H,,foliti01
122,Rick Miller*,33,BOS,AL,0.5,97,351,316,38,92,17,2,2,33,3,5,28,36,0.291,0.349,0.377,0.725,105,0.337,104,119,7,1,4,2,1,*8/H,,milleri01
123,Chris Speier,31,MON,NL,-0.1,96,351,307,33,69,10,2,2,25,1,2,38,29,0.225,0.31,0.29,0.6,71,0.28,59,89,9,0,6,0,10,*6,,speiech01
124,Garry Maddox,31,PHI,NL,1.6,94,350,323,37,85,7,1,5,40,9,4,17,42,0.263,0.295,0.337,0.633,76,0.323,86,109,6,1,1,8,1,*8/H,GG,maddoga01
125,Jerry Mumphrey#,28,NYY,AL,3.2,80,350,319,44,98,11,5,6,32,14,9,24,27,0.307,0.354,0.429,0.783,127,0.365,130,137,7,0,5,2,1,*8/H,MVP-20,mumphje01
126,Garry Templeton#,25,STL,NL,2.4,80,350,333,47,96,16,8,1,33,8,12,14,55,0.288,0.315,0.393,0.709,98,0.316,92,131,4,0,1,2,3,*6/H,,templga01
127,Mookie Wilson#,25,NYM,NL,1.5,92,350,328,49,89,8,8,3,14,24,12,20,59,0.271,0.317,0.372,0.689,97,0.321,91,122,3,2,0,0,3,*8H9/7,ROY-7,wilsomo01
128,Claudell Washington*,26,ATL,NL,1.6,85,349,320,37,93,22,3,5,37,12,6,15,47,0.291,0.328,0.425,0.753,111,0.357,114,136,6,4,8,2,1,*9/H,,washicl01
129,John Mayberry*,32,TOR,AL,1.1,94,344,290,34,72,6,1,17,43,1,1,44,45,0.248,0.36,0.452,0.812,128,0.37,124,131,7,8,0,2,4,*3D/H,,maybejo01
130,Doug Flynn,30,NYM,NL,-0.3,105,343,325,24,72,12,4,1,20,1,2,11,19,0.222,0.247,0.292,0.539,54,0.258,45,95,12,0,7,0,8,*4/6H,,flynndo01
131,Rafael Ramírez,23,ATL,NL,0.5,95,342,307,30,67,16,2,2,20,7,3,24,47,0.218,0.276,0.303,0.579,63,0.277,52,93,3,1,9,1,3,*6,,ramirra01
132,Phil Garner,32,2TM,NL,0.5,87,340,294,35,73,9,3,1,26,10,8,36,32,0.248,0.326,0.31,0.636,82,0.308,83,91,4,0,6,4,2,*4/H,AS,garneph01
133,Bruce Benedict,25,ATL,NL,2.6,90,339,295,26,78,12,1,5,35,1,1,33,21,0.264,0.341,0.363,0.704,98,0.343,105,107,8,3,5,3,4,*2,AS,benedbr01
134,Rob Wilfong*,27,MIN,AL,0.7,93,339,305,32,75,11,3,3,19,2,4,29,43,0.246,0.311,0.331,0.643,81,0.309,83,101,1,0,5,0,1,*4H,,wilforo01
135,César Cedeño,30,HOU,NL,0.4,82,338,306,42,83,19,0,5,34,12,7,24,31,0.271,0.321,0.382,0.704,104,0.331,104,117,6,1,2,5,2,38/H,,cedence01
136,Steve Henderson,28,CHC,NL,0.7,82,337,287,32,84,9,5,5,35,5,7,42,61,0.293,0.382,0.411,0.793,122,0.373,131,118,7,2,2,4,7,*7/H,,hendest01
137,Bob Horner,23,ATL,NL,2,79,336,300,42,83,10,0,15,42,2,3,32,39,0.277,0.345,0.46,0.805,125,0.376,131,138,6,1,0,3,3,*5,,hornebo01
138,Tony Pérez,39,BOS,AL,0.4,84,336,306,35,77,11,3,9,39,0,0,27,66,0.252,0.31,0.395,0.705,98,0.339,102,121,9,0,0,3,0,3D/H,,perezto01
