Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
21,Scott Fletcher,28,TEX,AL,3.1,156,668,588,82,169,28,4,5,63,13,12,61,66,0.287,0.358,0.374,0.732,95,0.339,102,220,14,5,12,2,3,*6/H,,fletcsc01
22,Kirby Puckett,27,MIN,AL,4.2,157,668,624,96,207,32,5,28,99,12,7,32,91,0.332,0.367,0.534,0.9,132,0.39,132,333,16,6,0,6,7,*8/DH,ASMVP-3GGSS,puckeki01
23,Alan Trammell,29,DET,AL,8.2,151,668,597,109,205,34,3,28,105,21,2,60,47,0.343,0.402,0.551,0.953,155,0.427,161,329,11,3,2,6,8,*6/H,ASMVP-2SS,trammal01
24,George Bell,27,TOR,AL,5,156,667,610,111,188,32,4,47,134,5,1,39,75,0.308,0.352,0.605,0.957,146,0.402,140,369,17,7,0,9,9,*7/DH45,ASMVP-1SS,bellge02
25,Wade Boggs*,29,BOS,AL,8.3,147,667,551,108,200,40,6,24,89,1,3,105,48,0.363,0.461,0.588,1.049,174,0.443,172,324,13,2,1,8,19,*5/3DH,ASMVP-9SS,boggswa01
26,Terry Pendleton#,26,STL,NL,2.9,159,667,583,82,167,29,4,12,96,19,12,70,74,0.286,0.36,0.412,0.772,103,0.352,107,240,18,2,3,9,6,*5/H,MVP-18GG,pendlte01
27,Danny Tartabull,24,KCR,AL,2.2,158,667,582,95,180,27,3,34,101,9,4,79,136,0.309,0.39,0.541,0.931,142,0.4,139,315,14,1,0,5,2,*9/DH,MVP-17,tartada01
28,Steve Sax,27,LAD,NL,0.8,157,663,610,84,171,22,7,6,46,37,11,44,61,0.28,0.331,0.369,0.7,87,0.336,94,225,13,3,5,1,5,*4/H57,,saxst01
29,Alvin Davis*,26,SEA,AL,2.1,157,662,580,86,171,37,2,29,100,0,0,72,84,0.295,0.37,0.516,0.886,127,0.383,124,299,17,2,0,8,6,*3,,davisal01
30,Andre Dawson,32,CHC,NL,4,153,662,621,90,178,24,2,49,137,11,3,32,103,0.287,0.328,0.568,0.896,130,0.392,131,353,15,7,0,2,7,*9/H,ASMVP-1GGSS,dawsoan01
31,Dwight Evans,35,BOS,AL,4.8,154,657,541,109,165,37,2,34,123,4,6,106,98,0.305,0.417,0.569,0.986,157,0.418,154,308,10,3,0,7,6,39/DH,ASMVP-4SS,evansdw01
32,Dave Winfield,35,NYY,AL,1.8,156,655,575,83,158,22,1,27,97,5,6,76,96,0.275,0.358,0.457,0.815,116,0.364,119,263,20,0,1,3,5,*9/DH,ASGG,winfida01
33,Jesse Barfield,27,TOR,AL,4.7,159,654,590,89,155,25,3,28,84,3,5,58,141,0.263,0.331,0.458,0.788,105,0.355,110,270,13,3,1,2,7,*98H,GG,barfije01
34,Kevin Bass#,28,HOU,NL,2.8,157,654,592,83,168,31,5,19,85,21,8,53,77,0.284,0.344,0.449,0.793,112,0.353,111,266,15,4,0,5,13,*9/H,,basske01
35,Wally Joyner*,25,CAL,AL,4.1,149,653,564,100,161,33,1,34,117,8,2,72,64,0.285,0.366,0.528,0.894,137,0.383,132,298,14,5,2,10,12,*3/H,MVP-13,joynewa01
36,Willie Wilson#,31,KCR,AL,1.8,146,653,610,97,170,18,15,4,30,59,11,32,88,0.279,0.32,0.377,0.698,83,0.324,77,230,9,6,4,1,2,*8/DH,,wilsowi02
37,Willie McGee#,28,STL,NL,1.1,153,652,620,76,177,37,11,11,105,16,4,24,90,0.285,0.312,0.434,0.746,94,0.334,90,269,24,2,1,5,5,*8/H6,AS,mcgeewi01
38,Greg Walker*,27,CHW,AL,1.9,157,652,566,85,145,33,2,27,94,2,1,75,112,0.256,0.346,0.465,0.81,111,0.355,108,263,12,5,1,5,7,*3/HD,,walkegr01
39,Johnny Ray#,30,2TM,2LG,1.3,153,650,599,64,173,30,3,5,69,4,2,44,46,0.289,0.334,0.374,0.708,88,0.324,87,224,22,0,1,6,4,*4/HD,,rayjo01
40,Dave Parker*,36,CIN,NL,-1.2,153,647,589,77,149,28,0,26,97,7,3,44,104,0.253,0.311,0.433,0.744,92,0.323,81,255,14,8,0,6,13,*9/3H,,parkeda01
41,Howard Johnson#,26,NYM,NL,4.4,157,645,554,93,147,22,1,36,99,32,10,83,113,0.265,0.364,0.504,0.868,133,0.384,133,279,8,5,0,3,18,*56/H7,MVP-10,johnsho01
42,Tim Wallach,29,MON,NL,4.2,153,644,593,89,177,42,4,26,123,9,5,37,98,0.298,0.343,0.514,0.858,121,0.383,126,305,6,7,0,7,5,*5/H1,ASMVP-4SS,wallati01
43,Tony Fernández#,25,TOR,AL,5.1,146,642,578,90,186,29,8,5,67,32,12,51,48,0.322,0.379,0.426,0.805,112,0.369,116,246,14,5,4,4,3,*6/H,ASMVP-8GG,fernato01
44,Mark McGwire,23,OAK,AL,5.1,151,641,557,97,161,28,4,49,118,1,1,71,131,0.289,0.37,0.618,0.987,164,0.414,160,344,6,5,0,8,8,*3/59H,ASMVP-6ROY-1,mcgwima01
45,Darryl Strawberry*,25,NYM,NL,6.4,154,640,532,108,151,32,5,39,104,36,12,97,122,0.284,0.398,0.583,0.981,162,0.435,170,310,4,7,0,4,13,*9/H,ASMVP-6,strawda01
46,Kevin McReynolds,27,NYM,NL,2.6,151,639,590,86,163,32,5,29,95,14,1,39,70,0.276,0.318,0.495,0.813,117,0.369,121,292,13,1,1,8,5,*7/H,,mcreyke01
47,Marty Barrett,29,BOS,AL,1.6,137,638,559,72,164,23,0,3,43,15,2,51,38,0.293,0.351,0.351,0.701,86,0.33,87,196,11,1,22,5,0,*4,,barrema02
48,Pete O'Brien*,29,TEX,AL,3.3,159,638,569,84,163,26,1,23,88,0,4,59,61,0.286,0.348,0.457,0.805,112,0.354,111,260,9,0,0,10,6,*3/H9D,,o'bripe03
49,Glenn Davis,26,HOU,NL,1.7,151,635,578,70,145,35,2,27,93,4,1,47,84,0.251,0.31,0.458,0.769,104,0.347,107,265,16,5,0,5,10,*3/H,,davisgl01
50,Andy Van Slyke*,26,PIT,NL,5.5,157,632,564,93,165,36,11,21,82,34,8,56,122,0.293,0.359,0.507,0.866,127,0.388,128,286,6,4,3,3,4,*89H/3,,vanslan01
51,Carney Lansford,30,OAK,AL,5.2,151,631,554,89,160,27,4,19,76,27,8,60,44,0.289,0.366,0.455,0.821,123,0.366,123,252,9,9,5,3,11,*53/DH,,lansfca01
52,Pedro Guerrero,31,LAD,NL,4.7,152,630,545,89,184,25,2,27,89,9,7,74,85,0.338,0.416,0.539,0.955,154,0.413,155,294,16,4,0,7,18,*73/H,ASMVP-15,guerrpe01
53,Don Mattingly*,26,NYY,AL,5.1,141,630,569,93,186,38,2,30,115,1,4,51,38,0.327,0.378,0.559,0.937,146,0.398,143,318,16,1,0,8,13,*3/DH,ASMVP-7GGSS,mattido01
54,Joe Carter,27,CLE,AL,1.5,149,629,588,83,155,27,2,32,106,31,6,27,105,0.264,0.304,0.48,0.784,104,0.346,99,282,8,9,1,4,6,3798/DH,,cartejo01
55,Gary Gaetti,28,MIN,AL,2.4,154,628,584,95,150,36,2,31,109,10,7,37,92,0.257,0.303,0.485,0.788,102,0.342,99,283,25,3,1,3,7,*5/HD,MVP-10GG,gaettga01
56,Billy Hatcher,26,HOU,NL,2.5,141,627,564,96,167,28,3,11,63,53,9,42,70,0.296,0.352,0.415,0.767,106,0.367,112,234,11,9,7,5,1,*87/9H,,hatchbi01
57,Tim Raines#,27,MON,NL,6.8,139,627,530,123,175,34,8,18,68,50,5,90,52,0.33,0.429,0.526,0.955,149,0.433,153,279,9,4,0,3,26,*7,ASMVP-7,raineti01
58,Frank White,36,KCR,AL,2.8,154,624,563,67,138,32,2,17,78,1,3,51,86,0.245,0.308,0.4,0.708,85,0.326,89,225,16,2,4,4,5,*4/HD,GG,whitefr01
59,Jim Presley,25,SEA,AL,1.1,152,622,575,78,142,23,6,24,88,2,0,38,157,0.247,0.296,0.433,0.729,87,0.319,79,249,15,4,1,4,1,*5/6HD,,preslji01
60,Brook Jacoby,27,CLE,AL,4.2,155,620,540,73,162,26,4,32,69,2,3,75,73,0.3,0.387,0.541,0.928,143,0.403,145,292,19,3,0,2,2,*5/3DH,,jacobbr01
61,Brett Butler*,30,CLE,AL,4.9,137,618,522,91,154,25,8,9,41,33,16,91,55,0.295,0.399,0.425,0.825,120,0.384,130,222,3,1,2,2,0,*8/H,,butlebr01
62,Pat Tabler,29,CLE,AL,2.6,151,618,553,66,170,34,3,11,86,5,2,51,84,0.307,0.369,0.439,0.809,114,0.368,119,243,6,6,3,5,6,3D/H,AS,tablepa01
63,Cory Snyder,24,CLE,AL,-0.4,157,615,577,74,136,24,2,33,82,5,1,31,166,0.236,0.273,0.456,0.729,89,0.318,83,263,3,1,0,6,4,*967/H,,snydeco02
64,Tom Brunansky,26,MIN,AL,2.5,155,614,532,83,138,22,2,32,85,11,11,74,104,0.259,0.352,0.489,0.841,118,0.37,121,260,12,4,0,4,5,*97D/H,,brunato01
65,Keith Moreland,33,CHC,NL,1.4,153,614,563,63,150,29,1,27,88,3,3,39,66,0.266,0.309,0.465,0.775,100,0.343,98,262,15,0,3,9,4,*5/H3,,morelke01
66,Glenn Wilson,28,PHI,NL,1.3,154,614,569,55,150,21,2,14,54,3,6,38,82,0.264,0.308,0.381,0.689,80,0.317,81,217,18,1,0,6,2,*9/H1,,wilsogl01
67,Larry Parrish,33,TEX,AL,1.2,152,613,557,79,149,22,1,32,100,3,1,49,154,0.268,0.328,0.483,0.811,112,0.35,106,269,10,3,0,4,7,*D5/H7,AS,parrila01
68,Mike Schmidt,37,PHI,NL,6.1,147,613,522,88,153,28,0,35,113,2,1,83,80,0.293,0.388,0.548,0.936,142,0.406,144,286,17,2,0,6,15,*5/3H6,ASMVP-14,schmimi01
69,Barry Bonds*,22,PIT,NL,5.8,150,611,551,99,144,34,9,25,59,32,10,54,88,0.261,0.329,0.492,0.821,114,0.369,116,271,4,3,0,3,3,*78H/9,,bondsba01
70,Darrell Evans*,40,DET,AL,4.9,150,609,499,90,128,20,0,34,99,6,5,100,84,0.257,0.379,0.501,0.88,135,0.382,135,250,2,2,2,6,8,3DH/5,MVP-12,evansda01
71,Ray Knight,34,BAL,AL,0.5,150,609,563,46,144,24,0,14,65,0,0,39,90,0.256,0.31,0.373,0.683,83,0.314,84,210,16,6,0,1,3,*5D/3H,,knighra01
72,Iván Calderón,25,CHW,AL,4.2,144,607,542,93,159,38,2,28,83,10,5,60,109,0.293,0.362,0.526,0.888,130,0.389,132,285,13,1,0,4,6,*9/7DH,,caldeiv01
73,Ellis Burks,22,BOS,AL,2.9,133,606,558,94,152,30,2,20,59,27,6,41,98,0.272,0.324,0.441,0.765,99,0.349,100,246,1,2,4,1,0,*8/DH,,burksel01
74,Andrés Galarraga,26,MON,NL,2.2,147,606,551,72,168,40,3,13,90,7,10,41,127,0.305,0.361,0.459,0.821,114,0.36,114,253,11,10,0,4,13,*3/H,,galaran01
75,Ozzie Guillén*,23,CHW,AL,3.9,149,604,560,64,156,22,7,2,51,25,8,22,52,0.279,0.303,0.354,0.656,72,0.298,66,198,10,1,13,8,2,*6/H,,guilloz01
76,Greg Brock*,30,MIL,AL,1.8,141,602,532,81,159,29,3,13,85,5,4,57,63,0.299,0.371,0.438,0.809,112,0.361,112,233,9,6,4,3,4,*3/H,,brockgr01
77,Tom Herr#,31,STL,NL,0.4,141,598,510,73,134,29,0,2,83,19,4,68,62,0.263,0.346,0.331,0.677,80,0.323,81,169,12,3,4,12,3,*4/H,,herrto01
78,Buddy Bell,35,CIN,NL,1.8,143,597,522,74,148,19,2,17,70,4,1,71,39,0.284,0.369,0.425,0.794,107,0.362,110,222,14,1,1,2,3,*5/H,,bellbu01
79,Gerald Perry*,26,ATL,NL,0.5,142,590,533,77,144,35,2,12,74,42,16,48,63,0.27,0.329,0.411,0.74,92,0.346,96,219,18,1,3,5,1,*3/7H,,perryge01
80,Will Clark*,23,SFG,NL,4.2,150,588,529,89,163,29,5,35,91,5,17,49,98,0.308,0.371,0.58,0.951,152,0.393,151,307,2,5,3,2,11,*3H,MVP-5,clarkwi02
81,Ryne Sandberg,27,CHC,NL,2.4,132,587,523,81,154,25,2,16,59,21,2,59,79,0.294,0.367,0.442,0.809,111,0.377,116,231,11,2,1,2,4,*4/H,ASGG,sandbry01
82,Dale Sveum#,23,MIL,AL,0.6,153,586,535,86,135,27,3,25,95,2,6,40,133,0.252,0.303,0.454,0.757,95,0.325,89,243,11,1,5,5,4,*64/H,,sveumda01
83,Harold Reynolds#,26,SEA,AL,2.3,160,584,530,73,146,31,8,1,35,60,20,39,34,0.275,0.325,0.37,0.694,81,0.335,87,196,7,2,8,5,0,*4/H,AS,reynoha01
84,Mike Pagliarulo*,27,NYY,AL,1.6,150,582,522,76,122,26,3,32,87,1,3,53,111,0.234,0.305,0.479,0.784,105,0.333,97,250,9,2,2,3,9,*5/H3,,paglimi01
85,Chili Davis#,27,SFG,NL,1.6,149,578,500,80,125,22,1,24,76,16,9,72,109,0.25,0.344,0.442,0.786,111,0.348,109,221,8,2,0,4,15,*89H7,,davisch01
86,Willie Upshaw*,30,TOR,AL,1.6,150,577,512,68,125,22,4,15,58,10,11,58,78,0.244,0.324,0.391,0.715,87,0.323,90,200,7,3,3,1,4,*3H,,upshawi01
87,Milt Thompson*,28,PHI,NL,4,150,575,527,86,159,26,9,7,43,46,10,42,87,0.302,0.351,0.425,0.776,103,0.361,103,224,5,0,3,3,2,*8H/79,MVP-17,thompmi02
88,Dion James*,24,ATL,NL,3,134,574,494,80,154,37,6,10,61,10,8,70,63,0.312,0.397,0.472,0.869,126,0.398,138,233,8,2,5,3,2,*87H,,jamesdi01
89,Gary Carter,33,NYM,NL,1,139,573,523,55,123,18,2,20,83,0,0,42,73,0.235,0.29,0.392,0.682,83,0.308,80,205,14,1,1,6,1,*2/H39,AS,cartega01
90,Tony Bernazard#,30,2TM,AL,0.3,140,573,507,73,127,26,2,14,49,11,8,55,79,0.25,0.323,0.393,0.716,92,0.326,94,199,10,1,7,3,2,*4/HD,,bernato01
91,Sid Bream*,26,PIT,NL,1.4,149,572,516,64,142,25,3,13,65,9,8,49,69,0.275,0.336,0.411,0.747,97,0.334,96,212,19,0,3,4,11,*3H,,breamsi01
92,Benito Santiago,22,SDP,NL,3.4,146,572,546,64,164,33,2,18,79,21,12,16,112,0.3,0.324,0.467,0.791,111,0.354,114,255,12,5,1,4,2,*2/H,ROY-1SS,santibe01
93,Gary Ward,33,NYY,AL,-0.1,146,569,529,65,131,22,1,16,78,9,1,33,101,0.248,0.291,0.384,0.675,78,0.309,77,203,20,1,2,4,2,7D8H3/9,,wardga01
94,Kirk Gibson*,30,DET,AL,4.3,128,568,487,95,135,25,3,24,79,26,7,71,117,0.277,0.372,0.489,0.861,130,0.387,133,238,5,5,1,4,8,*7/HD8,,gibsoki01
95,Rob Deer,26,MIL,AL,2,134,566,474,71,113,15,2,28,80,12,4,86,186,0.238,0.36,0.456,0.816,113,0.363,112,216,4,5,0,1,6,*793/DH,,deerro01
96,Kent Hrbek*,27,MIN,AL,4,143,566,477,85,136,20,1,34,90,5,2,84,60,0.285,0.389,0.545,0.934,142,0.403,141,260,13,0,0,5,12,*3/HD,MVP-16,hrbekke01
97,Ken Oberkfell*,31,ATL,NL,0.2,135,566,508,59,142,29,2,3,48,3,3,48,29,0.28,0.342,0.362,0.704,84,0.32,81,184,13,2,5,3,5,*54/H,,oberkke01
98,Glenn Braggs,24,MIL,AL,1,132,565,505,67,136,28,7,13,77,12,5,47,96,0.269,0.332,0.43,0.762,98,0.332,91,217,20,4,2,7,7,*9/DH,,bragggl01
99,Pete Incaviglia,23,TEX,AL,2.1,139,563,509,85,138,26,4,27,80,9,3,48,168,0.271,0.332,0.497,0.829,116,0.373,121,253,8,1,0,5,1,*7/DH,,incavpe01
100,Eric Davis,25,CIN,NL,7.9,129,562,474,120,139,23,4,37,100,50,6,84,134,0.293,0.399,0.593,0.991,155,0.451,163,281,6,1,0,3,8,*8/7H,ASMVP-9GGSS,daviser01
101,Garry Templeton#,31,SDP,NL,1.1,148,561,510,42,113,13,5,5,48,14,3,42,92,0.222,0.281,0.296,0.577,56,0.271,49,151,15,1,5,3,11,*6/H,,templga01
102,Julio Franco,28,CLE,AL,3.5,128,560,495,86,158,24,3,8,52,32,9,57,56,0.319,0.389,0.428,0.818,117,0.384,126,212,23,3,0,5,2,*6/4DH,,francju01
103,Jack Clark,31,STL,NL,5.4,131,559,419,93,120,23,1,35,106,1,2,136,139,0.286,0.459,0.597,1.055,176,0.453,180,250,5,0,0,3,13,*3/H9,ASMVP-3SS,clarkja01
104,Harold Baines*,28,CHW,AL,1.7,132,554,505,59,148,26,4,20,93,0,0,46,82,0.293,0.352,0.479,0.831,116,0.369,117,242,12,1,0,2,2,*D/H9,AS,baineha01
105,Gary Redus,30,CHW,AL,2.4,130,554,475,78,112,26,6,12,48,52,11,69,90,0.236,0.328,0.392,0.72,89,0.342,91,186,7,0,3,7,0,*798/HD,,redusga01
106,Chet Lemon,32,DET,AL,3.9,146,553,470,75,130,30,3,20,75,0,0,70,82,0.277,0.376,0.481,0.857,130,0.38,131,226,17,8,0,5,1,*8H,,lemonch01
107,John Shelby#,29,2TM,2LG,2,141,552,508,65,138,26,0,22,72,16,7,32,110,0.272,0.311,0.453,0.764,102,0.334,95,230,9,1,2,9,2,*89/HD,,shelbjo01
108,Terry Kennedy*,31,BAL,AL,1.6,143,549,512,51,128,13,1,18,62,1,0,35,112,0.25,0.299,0.385,0.684,83,0.305,78,197,13,1,1,0,6,*2/H,AS,kennete02
109,Mike Davis*,28,OAK,AL,1.3,139,547,494,69,131,32,1,22,72,19,7,42,94,0.265,0.32,0.468,0.788,112,0.341,107,231,13,1,4,6,5,*9HD,,davismi02
110,Willie Randolph,32,NYY,AL,4.7,120,543,449,96,137,24,2,7,67,11,1,82,25,0.305,0.411,0.414,0.825,121,0.381,126,186,15,2,5,5,1,*4/D,AS,randowi01
111,Paul Molitor,30,MIL,AL,6,118,542,465,114,164,41,5,16,75,45,10,69,67,0.353,0.438,0.566,1.003,161,0.449,166,263,4,2,5,1,2,D54/H,MVP-5SS,molitpa01
112,Alfredo Griffin#,29,OAK,AL,1.7,144,539,494,69,130,23,5,3,60,26,13,28,41,0.263,0.306,0.348,0.654,79,0.309,86,172,9,4,10,3,2,*6/H4,,griffal01
113,Doug DeCinces,36,2TM,2LG,1.3,137,539,462,66,108,25,0,16,64,3,4,70,89,0.234,0.335,0.392,0.727,95,0.331,98,181,10,2,2,3,6,*5H/36D,,decindo01
114,Glenn Hubbard,29,ATL,NL,3,141,533,443,69,117,33,2,5,38,1,1,77,57,0.264,0.378,0.381,0.76,99,0.354,105,169,11,6,4,3,17,*4/H,,hubbagl01
115,Jeffrey Leonard,31,SFG,NL,0.9,131,531,503,70,141,29,4,19,63,16,7,21,68,0.28,0.309,0.467,0.776,106,0.342,104,235,17,2,0,5,6,*7H/8,AS,leonaje01
116,Dick Schofield,24,CAL,AL,2,134,531,479,52,120,17,3,9,46,19,3,37,63,0.251,0.305,0.355,0.66,77,0.314,80,170,4,2,10,3,0,*6/4D,,schofdi02
117,Bo Díaz,34,CIN,NL,2.4,140,530,496,49,134,28,1,15,82,1,0,19,73,0.27,0.3,0.421,0.722,86,0.327,84,209,16,5,4,6,1,*2/H,AS,diazbo01
118,John Kruk*,26,SDP,NL,3.8,138,527,447,72,140,14,2,20,91,18,10,73,93,0.313,0.406,0.488,0.894,140,0.393,143,218,6,0,3,4,15,37H,,krukjo01
119,Jerry Browne#,21,TEX,AL,2.3,132,526,454,63,123,16,6,1,38,27,17,61,50,0.271,0.358,0.339,0.698,87,0.335,99,154,6,2,7,2,0,*4/HD,,brownje01
120,Carmelo Martínez,26,SDP,NL,1.5,139,525,447,59,122,21,2,15,70,5,5,70,82,0.273,0.372,0.43,0.802,116,0.363,121,192,11,3,1,4,5,73/H,,martica01
121,Mike Scioscia*,28,LAD,NL,2.4,142,523,461,44,122,26,1,6,38,7,4,55,23,0.265,0.343,0.364,0.707,90,0.326,90,168,13,1,4,2,9,*2H,,sciosmi01
122,Dave Martinez*,22,CHC,NL,2.1,142,520,459,70,134,18,8,8,36,16,8,57,96,0.292,0.372,0.418,0.79,107,0.358,108,192,4,2,1,1,4,*8H7/9,,martida01
123,Lance Parrish,31,PHI,NL,0.4,130,518,466,42,114,21,0,17,67,0,1,47,104,0.245,0.313,0.399,0.712,85,0.316,78,186,23,1,1,3,2,*2/H,,parrila02
124,Rey Quiñones,23,SEA,AL,0,135,517,478,55,132,18,2,12,56,1,3,26,71,0.276,0.317,0.397,0.715,85,0.315,79,190,14,4,6,3,0,*6,,quinore01
125,Bobby Bonilla#,24,PIT,NL,2.9,141,515,466,58,140,33,3,15,77,3,5,39,64,0.3,0.351,0.481,0.832,118,0.368,121,224,8,2,0,8,4,59H7/3,,bonilbo01
126,Kevin Mitchell,25,2TM,NL,3.9,131,515,464,68,130,20,2,22,70,9,6,48,88,0.28,0.35,0.474,0.824,120,0.368,123,220,10,2,0,1,4,*5H/769,,mitchke01
127,Jack Howell*,25,CAL,AL,2.4,138,511,449,64,110,18,5,23,64,4,3,57,118,0.245,0.331,0.461,0.792,110,0.347,108,207,7,2,1,2,4,75H94,,howelja02
128,George Brett*,34,KCR,AL,2.7,115,508,427,71,124,18,2,22,78,6,3,72,47,0.29,0.388,0.496,0.884,131,0.377,124,212,10,1,0,8,14,3D5,AS,brettge01
129,Carlton Fisk,39,CHW,AL,3.1,135,508,454,68,116,22,1,23,71,1,4,39,72,0.256,0.321,0.46,0.782,103,0.349,106,209,9,8,1,6,8,*2H/3D7,,fiskca01
130,Mel Hall*,26,CLE,AL,0.7,142,508,485,57,136,21,1,18,76,5,4,20,68,0.28,0.309,0.439,0.748,96,0.321,87,213,7,1,0,2,6,*7HD,,hallme01
131,Matt Nokes*,23,DET,AL,3.4,135,508,461,69,133,14,2,32,87,2,1,35,70,0.289,0.345,0.536,0.88,133,0.386,136,247,13,6,3,3,2,*2HD/759,ASMVP-24ROY-3SS,nokesma01
132,Larry Sheets*,27,BAL,AL,2.5,135,508,469,74,148,23,0,31,94,1,1,31,67,0.316,0.358,0.563,0.921,143,0.4,145,264,16,3,0,5,1,*79/DH3,,sheetla01
133,Spike Owen#,26,BOS,AL,0.5,132,504,437,50,113,17,7,2,48,11,8,53,43,0.259,0.337,0.343,0.681,80,0.319,84,150,9,1,9,4,2,*6/H,,owensp01
134,Jim Morrison,34,2TM,2LG,1.4,130,504,465,56,116,23,2,13,65,10,6,29,83,0.249,0.292,0.391,0.684,80,0.307,76,182,10,2,1,7,3,564H/D937,,morriji01
135,Mark McLemore#,22,CAL,AL,0.1,138,499,433,61,102,13,3,3,41,25,8,48,72,0.236,0.31,0.3,0.61,66,0.293,66,130,7,0,15,3,0,*4/H6D,,mclemma01
136,Bill Buckner*,37,2TM,AL,-0.5,132,498,469,39,134,18,2,5,74,2,3,22,26,0.286,0.314,0.365,0.678,80,0.31,80,171,13,0,1,6,2,3DH,,bucknbi01
137,Casey Candaele#,26,MON,NL,1,138,495,449,62,122,23,4,1,23,7,10,38,28,0.272,0.33,0.347,0.677,78,0.314,81,156,5,2,4,2,3,486H9/73,ROY-4,candaca01
