Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
31,Dave Kingman,36,OAK,AL,0.6,158,666,592,66,141,16,0,30,91,3,2,62,114,0.238,0.309,0.417,0.726,104,0.326,103,247,17,2,2,8,6,*D/3H,,kingmda01
32,George Brett*,32,KCR,AL,8.3,155,665,550,108,184,38,5,30,112,9,1,103,49,0.335,0.436,0.585,1.022,179,0.436,174,322,12,3,0,9,31,*5/HD,ASMVP-2GGSS,brettge01
33,Tim Raines#,25,MON,NL,7.6,150,665,575,115,184,30,13,11,41,70,9,81,60,0.32,0.405,0.475,0.88,151,0.415,152,273,9,3,3,3,13,*7/H,ASMVP-12,raineti01
34,Steve Balboni,28,KCR,AL,1.1,160,662,600,74,146,28,2,36,88,1,1,52,166,0.243,0.307,0.477,0.783,112,0.349,111,286,14,5,0,5,4,*3/H,MVP-19,balbost01
35,Brook Jacoby,25,CLE,AL,1.5,161,662,606,72,166,26,3,20,87,2,3,48,120,0.274,0.324,0.426,0.749,105,0.333,100,258,17,0,1,7,3,*5/4H,,jacobbr01
36,Bill Doran#,27,HOU,NL,5.4,148,657,578,84,166,31,6,14,59,23,15,71,69,0.287,0.362,0.434,0.797,125,0.368,132,251,10,0,3,5,6,*4/H,MVP-21,doranbi02
37,Pete O'Brien*,27,TEX,AL,2.6,159,655,573,69,153,34,3,22,92,5,10,69,53,0.267,0.342,0.452,0.794,115,0.349,113,259,18,1,3,9,4,*3/H,,o'bripe03
38,Rickey Henderson,26,NYY,AL,9.9,143,654,547,146,172,28,5,24,72,80,10,99,65,0.314,0.419,0.516,0.934,157,0.443,162,282,8,3,0,5,1,*8/7HD,ASMVP-3SS,henderi01
39,Hubie Brooks,28,MON,NL,2.6,156,652,605,67,163,34,7,13,100,6,9,34,79,0.269,0.31,0.413,0.723,106,0.324,102,250,20,5,0,8,6,*6/H,MVP-14SS,brookhu01
40,Willie McGee#,26,STL,NL,8.2,152,652,612,114,216,26,18,10,82,56,16,34,86,0.353,0.384,0.503,0.887,147,0.419,157,308,3,0,1,5,2,*8/H7,ASMVP-1GGSS,mcgeewi01
41,Johnny Ray#,28,PIT,NL,0.5,154,652,594,67,163,33,3,7,70,13,9,46,24,0.274,0.325,0.375,0.7,97,0.318,92,223,11,1,5,6,10,*4/H,,rayjo01
42,Tom Brunansky,24,MIN,AL,1.3,157,651,567,71,137,28,4,27,90,5,3,71,86,0.242,0.32,0.448,0.767,104,0.336,96,254,12,0,0,13,7,*9/H8,AS,brunato01
43,Greg Walker*,25,CHW,AL,0.1,163,650,601,77,155,38,4,24,92,5,2,44,100,0.258,0.309,0.454,0.763,103,0.332,93,273,16,2,0,3,6,*3H/D,,walkegr01
44,Glenn Wilson,26,PHI,NL,2.6,161,650,608,73,167,39,5,14,102,7,4,35,117,0.275,0.311,0.424,0.735,102,0.338,102,258,24,0,0,7,1,*9/H7,ASMVP-23,wilsogl01
45,Alfredo Griffin#,27,OAK,AL,1,162,646,614,75,166,18,7,2,64,24,9,20,50,0.27,0.29,0.332,0.622,77,0.287,73,204,6,0,5,7,1,*6,GG,griffal01
46,Mike Schmidt,35,PHI,NL,5,158,645,549,89,152,31,5,33,93,1,3,87,117,0.277,0.375,0.532,0.907,149,0.403,151,292,10,3,0,6,8,35/H6,,schmimi01
47,Paul Molitor,28,MIL,AL,3.7,140,642,576,93,171,28,3,10,48,21,7,54,80,0.297,0.356,0.408,0.764,110,0.356,114,235,12,1,7,4,6,*5/DH,AS,molitpa01
48,Willie Wilson#,29,KCR,AL,2.1,141,642,605,87,168,25,21,4,43,43,11,29,94,0.278,0.316,0.408,0.724,98,0.335,95,247,6,5,2,1,3,*8/H,,wilsowi02
49,Gary Ward,31,TEX,AL,1.2,154,638,593,77,170,28,7,15,70,26,7,39,97,0.287,0.329,0.433,0.763,107,0.351,107,257,19,1,0,5,3,*78/9DH,AS,wardga01
50,Von Hayes*,26,PHI,NL,3.1,152,637,570,76,150,30,4,13,70,21,8,61,99,0.263,0.332,0.398,0.731,102,0.342,102,227,6,0,2,4,6,*879/H,,hayesvo01
51,Buddy Bell,33,2TM,2LG,0.9,151,635,560,61,128,28,5,10,68,3,3,67,48,0.229,0.309,0.35,0.659,81,0.31,81,196,24,1,1,6,3,*5/H,,bellbu01
52,Gary Carter,31,NYM,NL,6.9,149,633,555,83,156,17,1,32,100,1,1,69,46,0.281,0.365,0.488,0.853,138,0.386,142,271,18,6,0,3,16,*2/3H9,ASMVP-6SS,cartega01
53,Mike Easler*,34,BOS,AL,0.4,155,631,568,71,149,29,4,16,74,0,1,53,129,0.262,0.325,0.412,0.737,98,0.335,97,234,15,3,0,7,1,*D7/H9,,easlemi01
54,Dámaso García,28,TOR,AL,1.5,146,627,600,70,169,25,4,8,65,28,15,15,41,0.282,0.302,0.377,0.679,82,0.315,82,226,13,4,5,3,2,*4/H,ASMVP-24,garcida01
55,Jim Presley,23,SEA,AL,2,155,625,570,71,157,33,1,28,84,2,2,44,100,0.275,0.324,0.484,0.808,118,0.348,110,276,29,1,1,9,9,*5/H,,preslji01
56,Vance Law,28,MON,NL,3.8,147,621,519,75,138,30,6,10,52,6,5,86,96,0.266,0.369,0.405,0.773,122,0.356,124,210,11,2,8,6,0,*435/H9,,lawva01
57,Dave Concepción,37,CIN,NL,0.2,155,620,560,59,141,19,2,7,48,16,12,50,67,0.252,0.314,0.33,0.645,78,0.3,74,185,23,3,3,4,3,*6/H5,,conceda01
58,Brian Downing,34,CAL,AL,2.8,150,620,520,80,137,23,1,20,85,5,3,78,61,0.263,0.371,0.427,0.798,119,0.372,126,222,12,13,5,4,3,*7DH,,downibr01
59,Mariano Duncan,22,LAD,NL,1.8,142,620,562,74,137,24,6,6,39,38,8,38,113,0.244,0.293,0.34,0.633,80,0.308,78,191,9,3,13,4,4,*64/H,MVP-23ROY-3,duncama01
60,Carlton Fisk,37,CHW,AL,3.3,153,620,543,85,129,23,1,37,107,17,9,52,81,0.238,0.32,0.488,0.808,115,0.356,112,265,9,17,2,6,12,*2D/H,ASMVP-13SS,fiskca01
61,Dwayne Murphy*,30,OAK,AL,2.9,152,619,523,77,122,21,3,20,59,4,5,84,123,0.233,0.34,0.4,0.74,110,0.335,111,209,14,3,5,4,3,*8/H,GG,murphdw01
62,Tony Fernández#,23,TOR,AL,3.9,161,618,564,71,163,31,10,2,51,13,6,43,41,0.289,0.34,0.39,0.73,97,0.335,96,220,12,2,7,2,2,*6/H,,fernato01
63,Tim Wallach,27,MON,NL,6.1,155,617,569,70,148,36,3,22,81,9,9,38,79,0.26,0.31,0.45,0.759,115,0.345,118,256,17,5,0,5,8,*5/H,ASGGSS,wallati01
64,Kevin McReynolds,25,SDP,NL,2.4,152,616,564,61,132,24,4,15,75,4,0,43,81,0.234,0.29,0.371,0.66,85,0.315,87,209,17,3,2,4,6,*8/H,,mcreyke01
65,Ozzie Smith#,30,STL,NL,6.4,158,615,537,70,148,22,3,6,54,31,8,65,27,0.276,0.355,0.361,0.716,101,0.345,104,194,13,2,9,2,11,*6,ASMVP-18GG,smithoz01
66,Lonnie Smith,29,2TM,2LG,1.7,148,613,544,92,140,25,6,6,48,52,13,56,89,0.257,0.332,0.358,0.69,91,0.33,90,195,4,7,1,5,0,*7/H,,smithlo01
67,Jesse Barfield,25,TOR,AL,6.9,155,612,539,94,156,34,9,27,84,22,8,66,143,0.289,0.369,0.536,0.905,141,0.4,140,289,14,4,0,3,5,*9/8H,MVP-7,barfije01
68,Carmelo Martínez,24,SDP,NL,3.6,150,610,514,64,130,28,1,21,72,0,4,87,82,0.253,0.362,0.434,0.796,123,0.363,126,223,10,3,2,4,4,*7/3,,martica01
69,Marty Barrett,27,BOS,AL,1.8,156,608,534,59,142,26,0,5,56,7,5,56,50,0.266,0.336,0.343,0.678,84,0.325,90,183,14,2,12,4,3,*4/H,,barrema02
70,Gary Gaetti,26,MIN,AL,2.6,160,608,560,71,138,31,0,20,63,13,5,37,89,0.246,0.301,0.409,0.71,89,0.323,85,229,15,7,3,1,3,*5/7H3D,,gaettga01
71,Jim Rice,32,BOS,AL,1.9,140,608,546,85,159,20,3,27,103,2,0,51,75,0.291,0.349,0.487,0.836,123,0.374,123,266,35,2,0,9,5,*7/DH,AS,riceji01
72,Leon Durham*,27,CHC,NL,2.5,153,607,542,58,153,32,2,21,75,7,6,64,99,0.282,0.357,0.465,0.822,120,0.367,118,252,5,0,0,1,24,*3/H,,durhale01
73,Mike Davis*,26,OAK,AL,4.7,154,604,547,92,157,34,1,24,82,24,10,50,99,0.287,0.348,0.484,0.832,134,0.366,130,265,10,2,3,2,8,*98/H,,davismi02
74,Terry Pendleton#,24,STL,NL,2.1,149,602,559,56,134,16,3,5,69,17,12,37,75,0.24,0.285,0.306,0.591,66,0.275,60,171,18,0,3,3,4,*5/H,,pendlte01
75,Lance Parrish,29,DET,AL,3.8,140,600,549,64,150,27,1,28,98,2,6,41,90,0.273,0.323,0.479,0.802,118,0.351,116,263,10,2,3,5,5,*2D/H,ASGG,parrila02
76,Frank White,34,KCR,AL,2.5,149,600,563,62,140,25,1,22,69,10,4,28,86,0.249,0.284,0.414,0.698,90,0.325,93,233,8,1,5,3,2,*4/H,,whitefr01
77,Willie Randolph,30,NYY,AL,4,143,597,497,75,137,21,2,5,40,16,9,85,39,0.276,0.382,0.356,0.738,106,0.347,112,177,24,4,5,6,3,*4,,randowi01
78,Garry Templeton#,29,SDP,NL,3.2,148,596,546,63,154,30,2,6,55,16,6,41,88,0.282,0.332,0.377,0.709,99,0.32,90,206,5,1,5,3,24,*6,AS,templga01
79,Rafael Ramírez,27,ATL,NL,-0.2,138,595,568,54,141,25,4,5,58,2,6,20,63,0.248,0.272,0.333,0.604,65,0.286,64,189,21,0,2,5,1,*6/H,,ramirra01
80,Darrell Evans*,38,DET,AL,4.2,151,594,505,81,125,17,0,40,94,0,4,85,85,0.248,0.356,0.519,0.875,138,0.383,138,262,5,1,1,2,12,*3DH/5,MVP-14,evansda01
81,Ted Simmons#,35,MIL,AL,1,143,592,528,60,144,28,2,12,76,1,1,57,32,0.273,0.342,0.402,0.743,104,0.337,103,212,17,1,1,5,9,D32/H5,,simmote01
82,José Cruz*,37,HOU,NL,3.1,141,590,544,69,163,34,4,9,79,16,5,43,74,0.3,0.349,0.426,0.776,119,0.356,118,232,11,0,0,3,10,*7/H8,ASMVP-21,cruzjo01
83,Tony Peña,28,PIT,NL,3.5,147,587,546,53,136,27,2,10,59,12,8,29,67,0.249,0.284,0.361,0.645,81,0.309,85,197,19,0,7,5,4,*2/3,ASGG,penato01
84,Ron Oester#,29,CIN,NL,3.7,152,584,526,59,155,26,3,1,34,5,0,51,65,0.295,0.354,0.361,0.715,98,0.333,95,190,13,0,2,5,17,*4/H,,oestero01
85,Kevin Bass#,26,HOU,NL,2.1,150,582,539,72,145,27,5,16,68,19,8,31,63,0.269,0.315,0.427,0.742,109,0.345,111,230,10,6,4,2,1,*89H7,,basske01
86,Pedro Guerrero,29,LAD,NL,8,137,581,487,99,156,22,2,33,87,12,4,83,68,0.32,0.422,0.577,0.999,182,0.448,190,281,13,6,0,5,14,7538/H9,ASMVP-3,guerrpe01
87,Tony Bernazard#,28,CLE,AL,2.1,153,579,500,73,137,26,3,11,59,17,9,69,72,0.274,0.361,0.404,0.765,111,0.363,122,202,11,1,5,4,2,*4H/6,,bernato01
88,Bill Madlock,34,2TM,NL,2.4,144,577,513,69,141,27,1,12,56,10,4,49,53,0.275,0.345,0.402,0.747,110,0.349,113,206,15,8,3,4,2,*53/H,,madlobi01
89,Chet Lemon,30,DET,AL,4,145,575,517,69,137,28,4,18,68,0,2,45,93,0.265,0.334,0.439,0.773,111,0.35,112,227,5,10,0,3,3,*8/H,,lemonch01
90,Wally Backman#,25,NYM,NL,2.5,145,574,520,77,142,24,5,1,38,30,12,36,72,0.273,0.32,0.344,0.664,87,0.327,95,179,3,1,14,3,1,*4H/6,,backmwa01
91,Gorman Thomas,34,SEA,AL,1.7,135,574,484,76,104,16,1,32,87,3,2,84,126,0.215,0.33,0.45,0.781,112,0.357,116,218,11,1,2,3,6,*D/H,,thomago01
92,Jim Gantner*,32,MIL,AL,2.1,143,573,523,63,133,15,4,5,44,11,8,33,42,0.254,0.3,0.327,0.627,73,0.297,75,171,13,3,10,4,7,*45/H6,,gantnji01
93,Bobby Grich,36,CAL,AL,3,144,571,479,74,116,17,3,13,53,3,5,81,77,0.242,0.355,0.372,0.727,100,0.333,101,178,18,3,8,0,3,*435/DH,,grichbo01
94,Andre Dawson,30,MON,NL,2.2,139,570,529,65,135,27,2,23,91,13,4,29,92,0.255,0.295,0.444,0.739,109,0.334,105,235,12,4,1,7,8,*98/H,GG,dawsoan01
95,Bob Meacham#,24,NYY,AL,1.3,156,566,481,70,105,16,2,1,47,25,7,54,102,0.218,0.302,0.266,0.568,59,0.294,68,128,7,5,23,3,1,*6/H,,meachbo01
96,Terry Kennedy*,29,SDP,NL,2.6,143,565,532,54,139,27,1,10,74,0,0,31,102,0.261,0.301,0.372,0.673,89,0.304,80,198,19,0,0,2,10,*2/H3,AS,kennete02
97,Don Baylor,36,NYY,AL,0.7,142,564,477,70,110,24,1,23,91,0,4,52,90,0.231,0.33,0.43,0.76,109,0.336,105,205,10,24,1,10,6,*DH,SS,baylodo01
98,Ron Cey,37,CHC,NL,0.9,145,564,500,64,116,18,2,22,63,1,1,58,106,0.232,0.316,0.408,0.724,94,0.34,97,204,10,4,0,2,9,*5/H,,ceyro01
99,Mike Marshall,25,LAD,NL,3.5,135,564,518,72,152,27,2,28,95,3,10,37,137,0.293,0.342,0.515,0.857,141,0.387,151,267,8,3,2,4,6,*9/3H7,MVP-14,marshmi02
100,Rafael Santana,27,NYM,NL,0.4,154,564,529,41,136,19,1,1,29,1,0,29,54,0.257,0.295,0.302,0.597,69,0.287,66,160,14,0,4,2,12,*6/H,,santara01
101,Dan Gladden,27,SFG,NL,1.2,142,561,502,64,122,15,8,7,41,32,15,40,78,0.243,0.307,0.347,0.653,87,0.315,92,174,10,7,10,2,1,*8H7/9,,gladdda01
102,Willie Upshaw*,28,TOR,AL,2.2,148,557,501,79,138,31,5,15,65,8,8,48,71,0.275,0.342,0.447,0.789,111,0.345,106,224,6,4,1,3,7,*3H/D,,upshawi01
103,Rich Gedman*,25,BOS,AL,5.4,144,556,498,66,147,30,5,18,80,2,0,50,79,0.295,0.362,0.484,0.846,126,0.381,128,241,12,3,3,2,11,*2H,ASMVP-25,gedmari01
104,Dave Henderson,26,SEA,AL,0.6,139,556,502,70,121,28,2,14,68,6,1,48,104,0.241,0.31,0.388,0.698,91,0.324,91,195,11,3,1,2,2,*89/H7,,hendeda01
105,Dan Driessen*,33,2TM,NL,0.3,145,552,493,53,120,26,0,9,47,2,2,50,51,0.243,0.314,0.351,0.665,90,0.309,88,173,10,3,1,5,12,*3H,,driesda01
106,Chili Davis#,25,SFG,NL,2.8,136,551,481,53,130,25,2,13,56,15,7,62,74,0.27,0.349,0.412,0.761,117,0.346,115,198,16,0,1,7,12,*98H,,davisch01
107,Steve Sax,25,LAD,NL,1.3,136,551,488,62,136,8,4,1,42,27,11,54,43,0.279,0.352,0.318,0.67,93,0.328,99,155,15,3,3,3,12,*4/5H,,saxst01
108,Terry Harper,29,ATL,NL,1.2,138,542,492,58,130,15,2,17,72,9,9,44,76,0.264,0.327,0.407,0.734,100,0.338,102,200,13,3,1,2,4,*7H/9,,harpete01
109,Jack Perconte*,30,SEA,AL,2.4,125,542,485,60,128,17,7,2,23,31,2,50,36,0.264,0.335,0.34,0.675,86,0.333,90,165,9,3,2,2,0,*4/H,,percoja01
110,Reggie Jackson*,39,CAL,AL,1.1,143,541,460,64,116,27,0,27,85,1,2,78,138,0.252,0.36,0.487,0.847,130,0.372,128,224,16,1,0,2,12,9DH,,jacksre01
111,Bob Horner,27,ATL,NL,1.9,130,540,483,61,129,25,3,27,89,1,1,50,57,0.267,0.333,0.499,0.832,126,0.383,133,241,18,1,0,6,4,35/H,,hornebo01
112,Lee Lacy,37,BAL,AL,1.7,121,540,492,69,144,22,4,9,48,10,3,39,95,0.293,0.343,0.409,0.752,108,0.345,109,201,10,2,1,6,0,*9/DH8,,lacyle01
113,Jody Davis,28,CHC,NL,2.4,142,536,482,47,112,30,0,17,58,1,0,48,83,0.232,0.3,0.4,0.7,87,0.327,86,193,14,0,2,4,5,*2H,,davisjo02
114,Jack Clark,29,STL,NL,2.6,126,532,442,71,124,26,3,22,87,1,4,83,88,0.281,0.393,0.502,0.895,149,0.397,151,222,10,2,0,5,14,*39/H,ASMVP-10SS,clarkja01
115,Jeffrey Leonard,29,SFG,NL,-0.9,133,531,507,49,122,20,3,17,62,11,6,21,107,0.241,0.272,0.393,0.664,88,0.304,85,199,19,1,1,1,5,*7/H8,,leonaje01
116,Ken Landreaux*,30,LAD,NL,2.1,147,527,482,70,129,26,2,12,50,15,5,33,37,0.268,0.311,0.405,0.716,103,0.331,101,195,9,1,3,8,2,*8H7/9,,landrke01
117,Robin Yount,29,MIL,AL,1.9,122,527,466,76,129,26,3,15,68,10,4,49,56,0.277,0.342,0.442,0.784,115,0.363,120,206,8,2,1,9,3,*78D/3,,yountro01
118,Mike Scioscia*,26,LAD,NL,5.4,141,526,429,47,127,26,3,7,53,3,3,77,21,0.296,0.407,0.42,0.826,136,0.373,137,180,10,5,11,3,9,*2H,MVP-18,sciosmi01
119,Joe Carter,25,CLE,AL,1.3,143,523,489,64,128,27,0,15,59,24,6,25,74,0.262,0.298,0.409,0.707,93,0.327,92,200,9,2,3,4,2,*793/DH845,,cartejo01
120,Tom Brookens,31,DET,AL,1.9,156,522,485,54,115,34,6,7,47,14,5,27,78,0.237,0.277,0.375,0.652,78,0.302,76,182,8,0,9,1,0,*5/64H2D,,brookto01
121,Bob Dernier,28,CHC,NL,0.7,121,521,469,63,119,20,3,1,21,31,8,40,44,0.254,0.315,0.316,0.631,71,0.31,68,148,7,3,7,2,1,*8/H,,dernibo01
122,Toby Harrah,36,TEX,AL,4.2,126,521,396,65,107,18,1,9,44,11,4,113,60,0.27,0.432,0.389,0.82,127,0.39,137,154,4,4,2,6,2,*4/H6D,,harrato01
123,Bob Boone,37,CAL,AL,1.8,150,520,460,37,114,17,0,5,55,1,2,37,35,0.248,0.306,0.317,0.623,72,0.287,66,146,12,3,16,4,2,*2/H,,boonebo01
124,Eddie Milner*,30,CIN,NL,2.5,145,520,453,82,115,19,7,3,33,35,13,61,31,0.254,0.342,0.347,0.688,90,0.327,88,157,3,1,2,3,3,*8H,,milneed01
125,Rod Carew*,39,CAL,AL,0.5,127,518,443,69,124,17,3,2,39,5,5,64,47,0.28,0.371,0.345,0.717,99,0.335,102,153,8,1,9,1,9,*3H,,carewro01
126,Gary Pettis#,27,CAL,AL,3.8,125,516,443,67,114,10,8,1,32,56,9,62,125,0.257,0.347,0.323,0.67,86,0.349,97,143,5,0,9,2,0,*8/H,GG,pettiga01
127,Graig Nettles*,40,SDP,NL,3.3,137,515,440,66,115,23,1,15,61,0,0,72,59,0.261,0.363,0.42,0.784,120,0.368,127,185,10,0,0,3,5,*5H,AS,nettlgr01
128,Andre Thornton,35,CLE,AL,0,124,514,461,49,109,13,0,22,88,3,2,47,75,0.236,0.304,0.408,0.711,94,0.324,93,188,14,0,0,6,1,*D/H,,thornan01
129,Ozzie Guillén*,21,CHW,AL,2.3,150,513,491,71,134,21,9,1,33,7,4,12,36,0.273,0.291,0.358,0.65,74,0.299,71,176,5,1,8,1,1,*6H,ROY-1,guilloz01
130,José Uribe#,26,SFG,NL,1.3,147,513,476,46,113,20,4,3,26,8,2,30,57,0.237,0.285,0.315,0.601,72,0.293,74,150,5,2,5,0,8,*6/H4,,uribejo01
131,Glenn Hubbard,27,ATL,NL,3.3,142,512,439,51,102,21,0,5,39,4,3,56,54,0.232,0.321,0.314,0.635,75,0.321,88,138,11,4,7,6,2,*4/H,,hubbagl01
132,Fred Lynn*,33,BAL,AL,1.8,124,508,448,59,118,12,1,23,68,7,3,53,100,0.263,0.339,0.449,0.787,117,0.349,112,201,7,1,0,6,6,*8/H,,lynnfr01
133,Bob Brenly,31,SFG,NL,0.9,133,505,440,41,97,16,1,19,56,1,4,57,62,0.22,0.311,0.391,0.702,100,0.324,102,172,6,2,4,2,5,*253/H,,brenlbo01
134,Phil Garner,36,HOU,NL,1,135,505,463,65,124,23,10,6,51,4,4,34,72,0.268,0.317,0.4,0.717,103,0.338,109,185,12,2,1,5,3,*5H4,,garneph01
135,Manny Trillo,34,SFG,NL,1.2,125,505,451,36,101,16,2,3,25,2,0,40,44,0.224,0.287,0.288,0.576,66,0.28,65,130,6,1,11,2,0,*4/H5,,trillma01
136,George Foster,36,NYM,NL,1.7,129,504,452,57,119,24,1,21,77,0,1,46,87,0.263,0.331,0.46,0.792,121,0.361,123,208,8,2,0,4,5,*7/H,,fostege01
137,Mike Young#,25,BAL,AL,3.2,139,504,450,72,123,22,1,28,81,1,5,48,104,0.273,0.348,0.513,0.861,136,0.378,137,231,9,4,1,1,5,7DH9,,youngmi01
