Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
30,Rafael Ramírez,24,ATL,NL,3.5,157,669,609,74,169,24,4,10,52,27,14,36,49,0.278,0.319,0.379,0.698,92,0.338,99,231,10,3,16,5,7,*6,,ramirra01
31,Harold Baines*,23,CHW,AL,3.4,161,668,608,89,165,29,8,25,105,10,3,49,95,0.271,0.321,0.469,0.79,115,0.347,107,285,12,0,2,9,10,*9/8H,MVP-20,baineha01
32,Gorman Thomas,31,MIL,AL,5,158,666,567,96,139,29,1,39,112,3,7,84,143,0.245,0.343,0.506,0.85,137,0.379,140,287,10,4,5,6,5,*8/H,MVP-8,thomago01
33,Jason Thompson*,27,PIT,NL,4.8,156,662,550,87,156,32,0,31,101,1,0,101,107,0.284,0.391,0.511,0.902,147,0.408,150,281,11,2,0,9,7,*3/H,ASMVP-17,thompja01
34,Andre Dawson,27,MON,NL,7.9,148,660,608,107,183,37,7,23,83,39,10,34,96,0.301,0.343,0.498,0.841,132,0.397,139,303,8,8,4,6,4,*8/H,ASMVP-21GG,dawsoan01
35,Steve Garvey,33,LAD,NL,1.9,162,660,625,66,176,35,1,16,86,5,3,20,86,0.282,0.301,0.418,0.718,101,0.326,97,261,10,1,5,9,10,*3/H,,garvest01
36,Dwayne Murphy*,27,OAK,AL,5.9,151,660,543,84,129,15,1,27,94,26,8,94,122,0.238,0.349,0.418,0.767,116,0.366,125,227,8,3,12,8,2,*8/H6D,GG,murphdw01
37,Jack Clark,26,SFG,NL,4,157,659,563,90,154,30,3,27,103,6,9,90,91,0.274,0.372,0.481,0.853,139,0.386,143,271,20,1,0,5,7,*9/H,MVP-7,clarkja01
38,Larry Herndon,28,DET,AL,3.7,157,659,614,92,179,21,13,23,88,12,9,38,92,0.292,0.332,0.48,0.812,121,0.358,117,295,20,1,2,4,3,*7/HD,,herndla01
39,Ken Singleton#,35,BAL,AL,0.7,156,657,561,71,141,27,2,14,77,0,1,86,93,0.251,0.349,0.381,0.731,101,0.34,103,214,24,2,1,7,2,*D/H97,,singlke01
40,Rickey Henderson,23,OAK,AL,6.7,149,656,536,119,143,24,4,10,51,130,42,116,94,0.267,0.398,0.382,0.78,122,0.397,137,205,5,2,0,2,1,*78/HD,ASMVP-10,henderi01
41,Doug DeCinces,31,CAL,AL,7.6,153,655,575,94,173,42,5,30,97,7,5,66,80,0.301,0.369,0.548,0.916,149,0.404,150,315,18,1,4,9,7,*5/6,MVP-3SS,decindo01
42,Cal Ripken Jr.,21,BAL,AL,4.7,160,655,598,90,158,32,5,28,93,3,3,46,95,0.264,0.317,0.475,0.792,115,0.355,114,284,16,3,2,6,3,65/H,MVP-30ROY-1,ripkeca01
43,Gary Carter,28,MON,NL,8.6,154,653,557,91,163,32,1,29,97,2,5,78,64,0.293,0.381,0.51,0.89,146,0.401,151,284,16,6,4,8,11,*2/H,ASMVP-12GGSS,cartega01
44,Pedro Guerrero,26,LAD,NL,6.8,150,652,575,87,175,27,5,32,100,22,5,65,89,0.304,0.378,0.536,0.914,156,0.429,170,308,7,5,4,3,16,*985,MVP-3SS,guerrpe01
45,Willie Upshaw*,25,TOR,AL,1.5,160,646,580,77,155,25,7,21,75,8,8,52,91,0.267,0.327,0.443,0.77,102,0.345,100,257,11,1,10,3,8,*3/DH,,upshawi01
46,Tim Wallach,24,MON,NL,4.4,158,645,596,89,160,31,3,28,97,6,4,36,81,0.268,0.313,0.471,0.784,115,0.368,124,281,15,4,5,4,4,*5/H379,,wallati01
47,Willie Randolph,27,NYY,AL,2.8,144,643,553,85,155,21,4,3,36,16,9,75,35,0.28,0.368,0.349,0.717,101,0.346,110,193,13,3,10,2,3,*4/DH,,randowi01
48,Dusty Baker,33,LAD,NL,2.4,147,640,570,80,171,19,1,23,88,17,10,56,62,0.3,0.361,0.458,0.818,130,0.378,136,261,7,3,2,9,5,*7/H9,AS,bakerdu01
49,José Cruz*,34,HOU,NL,2.4,155,640,570,62,157,27,2,9,68,21,11,60,67,0.275,0.342,0.377,0.719,109,0.333,109,215,11,1,3,6,12,*7/H,,cruzjo01
50,Phil Garner,33,HOU,NL,3.5,155,638,588,65,161,33,8,13,83,24,13,40,92,0.274,0.32,0.423,0.743,114,0.34,114,249,11,3,0,7,4,*45/H,,garneph01
51,Jim Rice,29,BOS,AL,3,145,638,573,86,177,24,5,24,97,0,1,55,98,0.309,0.375,0.494,0.868,131,0.388,132,283,29,7,0,3,6,*7,MVP-19,riceji01
52,Bill Madlock,31,PIT,NL,6.2,154,634,568,92,181,33,3,19,95,18,6,48,39,0.319,0.368,0.488,0.856,134,0.397,141,277,12,4,1,13,16,*5/H3,MVP-11,madlobi01
53,Mike Schmidt,32,PHI,NL,7.4,148,631,514,108,144,26,3,35,87,14,7,107,131,0.28,0.403,0.547,0.949,161,0.423,164,281,11,3,0,7,17,*5,ASMVP-6GGSS,schmimi01
54,Tony Bernazard#,25,CHW,AL,2.9,137,630,540,90,138,25,9,11,56,11,0,67,88,0.256,0.337,0.396,0.733,101,0.347,105,214,9,2,16,5,0,*4,,bernato01
55,George Brett*,29,KCR,AL,6,144,629,552,101,166,32,9,21,82,6,1,71,51,0.301,0.378,0.505,0.884,141,0.389,137,279,12,1,0,5,14,*57,ASMVP-20,brettge01
56,Dámaso García,25,TOR,AL,4.6,147,629,597,89,185,32,3,5,42,54,20,21,44,0.31,0.338,0.399,0.737,95,0.353,100,238,7,5,5,1,1,*4/HD,MVP-26SS,garcida01
57,Ron Cey,34,LAD,NL,3.6,150,627,556,62,141,23,1,24,79,3,2,57,99,0.254,0.323,0.428,0.751,111,0.346,111,238,16,4,2,8,6,*5/H,,ceyro01
58,Eddie Murray#,26,BAL,AL,5.2,151,627,550,87,174,30,1,32,110,7,2,70,82,0.316,0.391,0.549,0.94,156,0.411,153,302,17,1,0,6,18,*3/DH,ASMVP-2GG,murraed02
59,Rich Dauer,29,BAL,AL,2.1,158,626,558,75,156,24,2,8,57,0,1,50,34,0.28,0.337,0.373,0.709,95,0.336,101,208,15,1,11,6,1,*45/H,,dauerri01
60,Claudell Washington*,27,ATL,NL,0,150,626,563,94,150,24,6,16,80,33,10,50,107,0.266,0.33,0.416,0.745,105,0.35,104,234,9,6,1,6,9,*9H,,washicl01
61,Dave Concepción,34,CIN,NL,3.7,147,623,572,48,164,25,4,5,53,13,6,45,61,0.287,0.337,0.371,0.707,97,0.337,100,212,20,0,2,4,4,*6/H35,ASSS,conceda01
62,Reggie Jackson*,36,CAL,AL,3.1,153,621,530,92,146,17,1,39,101,4,5,85,156,0.275,0.375,0.532,0.907,147,0.4,148,282,10,2,0,4,12,*9H/D,ASMVP-6SS,jacksre01
63,Willie Wilson#,26,KCR,AL,6.3,136,621,585,87,194,19,15,3,46,37,11,26,81,0.332,0.365,0.431,0.796,118,0.374,122,252,4,6,2,2,2,*78/H,ASMVP-15SS,wilsowi02
64,Rick Manning*,27,CLE,AL,1,152,619,562,71,152,18,2,8,44,12,8,54,60,0.27,0.334,0.352,0.686,89,0.32,89,198,11,0,2,1,5,*8,,manniri01
65,Lou Whitaker*,25,DET,AL,5.4,152,619,560,76,160,22,8,15,65,11,3,48,58,0.286,0.341,0.434,0.775,112,0.357,113,243,8,1,6,4,4,*4/HD,,whitalo01
66,Al Bumbry*,35,BAL,AL,1.6,150,618,562,77,147,20,4,5,40,10,5,44,77,0.262,0.314,0.338,0.652,80,0.304,76,190,12,0,10,2,4,*8/H7D,,bumbral01
67,Glenn Hubbard,24,ATL,NL,2.1,145,618,532,75,132,25,1,9,59,4,3,59,62,0.248,0.324,0.35,0.674,86,0.323,89,186,5,3,20,4,5,*4/H,,hubbagl01
68,Julio Cruz#,27,SEA,AL,1.9,154,617,549,83,133,22,5,8,49,46,13,57,71,0.242,0.316,0.344,0.66,80,0.32,79,189,6,3,6,2,1,*4/H6D,,cruzju01
69,Gary Ward,28,MIN,AL,5.1,152,616,570,85,165,33,7,28,91,13,1,37,105,0.289,0.33,0.519,0.849,127,0.384,128,296,16,1,1,7,4,*79/H8D,MVP-32,wardga01
70,Buddy Bell,30,TEX,AL,5.7,148,614,537,62,159,27,2,13,67,5,4,70,50,0.296,0.376,0.426,0.803,127,0.362,126,229,13,2,0,5,8,*5/6H,ASMVP-30GG,bellbu01
71,Rod Carew*,36,CAL,AL,4.7,138,612,523,88,167,25,5,3,44,10,17,67,49,0.319,0.396,0.403,0.799,121,0.362,126,211,9,2,16,4,5,*3/H,ASMVP-26,carewro01
72,Al Cowens,30,SEA,AL,2.9,146,611,560,72,151,39,8,20,78,11,7,46,81,0.27,0.325,0.475,0.8,114,0.361,116,266,12,1,1,3,3,*9/DH,,cowenal01
73,Leon Durham*,24,CHC,NL,4.7,148,609,539,84,168,33,7,22,90,28,14,66,77,0.312,0.388,0.521,0.909,151,0.409,154,281,11,2,0,2,14,*98/H3,ASSS,durhale01
74,George Foster,33,NYM,NL,-0.6,151,608,550,64,136,23,2,13,70,1,1,50,123,0.247,0.309,0.367,0.676,90,0.315,88,202,13,2,0,6,9,*7H,,fostege01
75,Dave Kingman,33,NYM,NL,0.1,149,607,535,80,109,9,1,37,99,4,0,59,156,0.204,0.285,0.432,0.717,99,0.341,105,231,11,4,3,6,9,*3/H,,kingmda01
76,Iván de Jesús,29,PHI,NL,1.3,161,606,536,53,128,21,5,3,59,14,4,54,70,0.239,0.309,0.313,0.623,73,0.301,70,168,8,2,11,3,9,*6/5,,dejesiv01
77,Dan Driessen*,30,CIN,NL,1.9,149,606,516,64,139,25,1,17,57,11,6,82,62,0.269,0.368,0.421,0.789,119,0.363,120,217,8,2,0,6,8,*3/H,,driesda01
78,Bobby Grich,33,CAL,AL,3.7,145,605,506,74,132,28,5,19,65,3,3,82,109,0.261,0.371,0.449,0.819,125,0.369,125,227,13,8,6,3,3,*4/HD,AS,grichbo01
79,Terry Kennedy*,26,SDP,NL,4.6,153,604,562,75,166,42,1,21,97,1,0,26,91,0.295,0.328,0.486,0.814,130,0.365,127,273,7,5,3,8,9,*23/H,MVP-14,kennete02
80,Garry Templeton#,26,SDP,NL,2.6,141,601,563,76,139,25,8,6,64,27,16,26,82,0.247,0.279,0.352,0.631,79,0.307,86,198,19,1,6,5,7,*6/H,,templga01
81,George Wright#,23,TEX,AL,1.7,150,599,557,69,147,20,5,11,50,3,7,30,78,0.264,0.305,0.377,0.682,92,0.303,86,210,11,3,8,1,4,*8/9H7,,wrighge03
82,Chris Chambliss*,33,ATL,NL,2.8,157,598,534,57,144,25,2,20,86,7,3,57,57,0.27,0.337,0.436,0.773,112,0.351,109,233,11,0,0,6,13,*3H,MVP-23,chambch01
83,Dave Winfield,30,NYY,AL,3.5,140,597,539,84,151,24,8,37,106,5,3,45,64,0.28,0.331,0.56,0.891,142,0.388,140,302,20,0,5,8,7,*7/DH,ASMVP-11GGSS,winfida01
84,Ron Oester#,26,CIN,NL,0.5,151,595,549,63,143,19,4,9,47,5,6,35,82,0.26,0.303,0.359,0.662,84,0.306,80,197,16,0,8,3,8,*465/H,,oestero01
85,Manny Trillo,31,PHI,NL,0.2,149,595,549,52,149,24,1,0,39,8,10,33,53,0.271,0.316,0.319,0.634,76,0.3,76,175,14,3,9,1,3,*4/H,ASGG,trillma01
86,Kent Hrbek*,22,MIN,AL,3.6,140,591,532,82,160,21,4,23,92,3,1,54,80,0.301,0.363,0.485,0.848,128,0.378,127,258,17,0,1,4,12,*3/DH,ASROY-2,hrbekke01
87,Bruce Bochte*,31,SEA,AL,1.9,144,586,509,58,151,21,0,12,70,8,5,67,71,0.297,0.38,0.409,0.788,115,0.358,113,208,17,3,4,3,5,73D/H,,bochtbr01
88,Chris Speier,32,MON,NL,1,156,585,530,41,136,26,4,7,60,1,6,47,67,0.257,0.316,0.36,0.677,88,0.303,79,191,13,1,3,4,12,*6/H,,speiech01
89,Dale Berra,25,PIT,NL,3.2,156,583,529,64,139,25,5,10,61,6,6,33,83,0.263,0.306,0.386,0.692,90,0.316,85,204,15,4,8,9,12,*6/5H,,berrada01
90,Von Hayes*,23,CLE,AL,2.9,150,583,527,65,132,25,3,14,82,32,13,42,63,0.25,0.31,0.389,0.699,91,0.327,91,205,10,4,8,2,3,*97H/853,ROY-7,hayesvo01
91,Ted Simmons#,32,MIL,AL,3.4,137,581,539,73,145,29,0,23,97,0,0,32,40,0.269,0.309,0.451,0.759,112,0.346,113,243,20,2,1,7,5,*2D/H,,simmote01
92,Dave Stapleton,28,BOS,AL,0.6,150,581,538,66,142,28,1,14,65,2,4,31,40,0.264,0.305,0.398,0.703,87,0.315,81,214,24,3,4,5,5,36/4H5D7,,staplda01
93,Roy Smalley#,29,2TM,AL,2.9,146,581,499,57,127,15,2,20,67,0,1,71,104,0.255,0.345,0.413,0.758,109,0.345,109,206,4,0,7,4,8,65/HD4,,smallro02
94,Tony Armas,28,OAK,AL,2.2,138,578,536,58,125,19,2,28,89,2,2,33,128,0.233,0.275,0.433,0.708,97,0.316,93,232,14,1,0,8,5,*9/8HD,,armasto01
95,Alfredo Griffin#,24,TOR,AL,-0.2,162,576,539,57,130,20,8,1,48,10,8,22,48,0.241,0.269,0.314,0.583,54,0.279,52,169,7,0,11,4,0,*6,,griffal01
96,Bill Russell,33,LAD,NL,4.9,153,576,497,64,136,20,2,3,46,10,2,63,30,0.274,0.357,0.34,0.697,99,0.336,102,169,14,4,8,4,11,*6/H,,russebi01
97,Warren Cromartie*,28,MON,NL,2.7,144,574,497,59,126,24,3,14,62,3,0,69,60,0.254,0.346,0.398,0.744,107,0.339,101,198,10,3,1,4,15,*93/H7,,cromawa01
98,Bo Díaz,29,PHI,NL,3.7,144,572,525,69,151,29,1,18,85,3,6,36,87,0.288,0.333,0.45,0.782,115,0.357,117,236,20,3,1,7,5,*2/H,,diazbo01
99,Bob Horner,24,ATL,NL,3.4,140,572,499,85,130,24,0,32,97,3,5,66,75,0.261,0.35,0.501,0.851,132,0.394,143,250,13,4,0,3,3,*5/H,AS,hornebo01
100,George Hendrick,32,STL,NL,1.4,136,569,515,65,145,20,5,19,104,3,2,37,80,0.282,0.323,0.45,0.773,114,0.35,111,232,13,1,1,14,8,*9/H,MVP-14,hendrge01
101,Terry Puhl*,25,HOU,NL,1,145,567,507,64,133,17,9,8,50,17,9,51,49,0.262,0.331,0.379,0.71,106,0.332,108,192,6,2,5,2,2,*98H,,puhlte01
102,Ozzie Smith#,27,STL,NL,5.1,140,567,488,58,121,24,1,2,43,25,5,68,32,0.248,0.339,0.314,0.653,84,0.318,82,153,10,2,4,5,12,*6/H,ASMVP-13GG,smithoz01
103,Gary Gaetti,23,MIN,AL,1.6,145,565,508,59,117,25,4,25,84,0,4,37,107,0.23,0.28,0.443,0.723,93,0.325,92,225,16,3,4,13,2,*5/6HD,ROY-5,gaettga01
104,Jerry Martin,33,KCR,AL,1.7,147,565,519,52,138,22,1,15,65,1,1,38,138,0.266,0.316,0.399,0.715,96,0.329,95,207,8,2,2,4,0,*97/HD8,,martije01
105,Gene Richards*,28,SDP,NL,2.4,132,562,521,63,149,13,8,3,28,30,20,36,52,0.286,0.333,0.359,0.692,98,0.321,98,187,5,2,1,2,1,73/H9,,richage01
106,Tom Herr#,26,STL,NL,3.7,135,561,493,83,131,19,4,0,36,25,12,57,56,0.266,0.341,0.32,0.662,86,0.318,87,158,5,2,3,5,2,*4/H,,herrto01
107,Sixto Lezcano,28,SDP,NL,5.9,138,559,470,73,136,26,6,16,84,2,1,78,69,0.289,0.388,0.472,0.86,145,0.399,153,222,11,2,2,7,10,*9/H,,lezcasi01
108,Luis Salazar,26,SDP,NL,1.2,145,559,524,55,127,15,5,8,62,32,9,23,80,0.242,0.274,0.336,0.61,73,0.299,73,176,10,2,5,5,10,*56/H8,,salazlu01
109,Alan Trammell,24,DET,AL,4.2,157,556,489,66,126,34,3,9,57,19,8,52,47,0.258,0.325,0.395,0.72,97,0.334,98,193,5,0,9,6,0,*6,,trammal01
110,Richie Zisk,33,SEA,AL,2,131,556,503,61,147,28,1,21,62,2,1,49,89,0.292,0.354,0.477,0.831,124,0.376,125,240,9,1,0,3,4,*D/H,,ziskri01
111,Joe Morgan*,38,SFG,NL,5.1,134,554,463,68,134,19,4,14,61,24,4,85,60,0.289,0.4,0.438,0.838,136,0.396,141,203,3,2,1,3,4,*4H/5,MVP-16SS,morgajo02
112,Frank White,31,KCR,AL,3.7,145,554,524,71,156,45,6,11,56,10,7,16,65,0.298,0.318,0.469,0.788,114,0.36,118,246,12,2,7,5,1,*4/H,ASGG,whitefr01
113,Darrell Evans*,35,SFG,NL,2.3,141,553,465,64,119,20,4,16,61,5,4,77,64,0.256,0.36,0.419,0.779,119,0.353,117,195,8,2,3,6,7,53H6,,evansda01
114,Larry Bowa#,36,CHC,NL,-0.9,142,549,499,50,123,15,7,0,29,8,3,39,38,0.246,0.302,0.305,0.606,69,0.289,64,152,10,1,9,1,5,*6/H,,bowala01
115,Tom Brunansky,21,MIN,AL,5.6,127,545,463,77,126,30,1,20,46,1,2,71,101,0.272,0.377,0.471,0.848,129,0.386,133,218,12,8,1,2,0,*98/7,,brunato01
116,Fred Lynn*,30,CAL,AL,4.7,138,545,472,89,141,38,1,21,86,7,8,58,72,0.299,0.374,0.517,0.891,143,0.389,141,244,9,3,5,7,4,*8H,AS,lynnfr01
117,César Cedeño,31,CIN,NL,0.9,138,543,492,52,142,35,1,8,57,16,11,41,41,0.289,0.346,0.413,0.758,110,0.353,114,203,15,4,2,4,2,*8/H3,,cedence01
118,Manny Castillo#,25,SEA,AL,-1.1,138,541,506,49,130,29,1,3,49,2,8,22,35,0.257,0.286,0.336,0.622,69,0.287,67,170,11,2,2,9,2,*5H/4,,castima01
119,Dickie Thon,24,HOU,NL,6.1,136,540,496,73,137,31,10,3,36,37,8,37,48,0.276,0.327,0.397,0.724,110,0.357,118,197,4,1,5,1,2,*6H/54,,thondi01
120,Bob Boone,34,CAL,AL,3.5,143,539,472,42,121,17,0,7,58,0,2,39,34,0.256,0.31,0.337,0.647,78,0.309,81,159,9,0,23,5,2,*2,MVP-16GG,boonebo01
121,Carney Lansford,25,BOS,AL,2.3,128,539,482,65,145,28,4,11,63,9,4,46,48,0.301,0.359,0.444,0.803,114,0.376,123,214,15,2,1,8,2,*5D/H,MVP-32,lansfca01
122,Carlton Fisk,34,CHW,AL,3.3,135,536,476,66,127,17,3,14,65,17,2,46,60,0.267,0.336,0.403,0.74,103,0.348,104,192,12,6,4,4,7,*2/H3,AS,fiskca01
123,Lloyd Moseby*,22,TOR,AL,0.6,147,533,487,51,115,20,9,9,52,11,7,33,106,0.236,0.294,0.37,0.664,75,0.303,69,180,10,8,3,2,3,*8H,,mosebll01
124,Jerry Mumphrey#,29,NYY,AL,2.7,123,533,477,76,143,24,10,9,68,11,3,50,66,0.3,0.364,0.449,0.813,124,0.372,126,214,17,0,3,3,4,*8,,mumphje01
125,Keith Moreland,28,CHC,NL,0.6,138,532,476,50,124,17,2,15,68,0,6,46,71,0.261,0.326,0.399,0.725,101,0.331,100,190,9,3,1,6,8,729H/5,,morelke01
126,Jim Sundberg,31,TEX,AL,3.4,139,531,470,37,118,22,5,10,47,2,6,49,57,0.251,0.322,0.383,0.705,99,0.328,104,180,11,1,9,1,2,*2/H7,,sundbji01
127,Lance Parrish,26,DET,AL,5,133,529,486,75,138,19,2,32,87,3,4,40,99,0.284,0.338,0.529,0.867,135,0.381,134,257,5,1,0,2,5,*2/H7,ASMVP-13SS,parrila02
128,Tim Foli,31,CAL,AL,1.1,150,528,480,46,121,14,2,3,56,2,4,14,22,0.252,0.273,0.308,0.581,60,0.276,57,148,7,2,26,6,1,*6/45H,,foliti01
129,Ken Griffey*,32,NYY,AL,0.6,127,528,484,70,134,23,2,12,54,10,4,39,58,0.277,0.329,0.407,0.736,103,0.338,103,197,10,0,1,3,1,*98H,,griffke01
130,Mike Easler*,31,PIT,NL,1.2,142,526,475,52,131,27,2,15,58,1,1,40,85,0.276,0.337,0.436,0.773,112,0.349,108,207,11,6,1,4,12,*7H/9,,easlemi01
131,Amos Otis,35,KCR,AL,0.8,125,525,475,73,136,25,3,11,88,9,5,37,65,0.286,0.335,0.421,0.756,107,0.345,107,200,17,2,1,9,3,*8/H,,otisam01
132,Tony Peña,25,PIT,NL,3.4,138,523,497,53,147,28,4,11,63,2,5,17,57,0.296,0.323,0.435,0.758,107,0.343,106,216,17,4,3,2,3,*2/H,AS,penato01
133,Carl Yastrzemski*,42,BOS,AL,1.3,131,523,459,53,126,22,1,16,72,0,1,59,50,0.275,0.358,0.431,0.789,111,0.356,109,198,12,2,0,3,1,DH3/8,AS,yastrca01
134,Willie Aikens*,27,KCR,AL,1.6,134,519,466,50,131,29,1,17,74,0,1,45,70,0.281,0.345,0.457,0.802,119,0.36,118,213,19,3,0,5,7,*3H,,aikenwi01
135,Todd Cruz,26,SEA,AL,-0.1,136,519,492,44,113,20,2,16,57,2,10,12,95,0.23,0.246,0.376,0.622,66,0.277,61,185,18,0,11,4,1,*6,,cruzto02
136,Ken Landreaux*,27,LAD,NL,3.4,129,518,461,71,131,23,7,7,50,31,10,39,54,0.284,0.341,0.41,0.751,112,0.356,114,189,7,4,8,6,2,*8H/7,,landrke01
137,Ken Oberkfell*,26,STL,NL,2.9,137,516,470,55,136,22,5,2,34,11,9,40,31,0.289,0.345,0.37,0.715,100,0.326,96,174,11,1,3,2,6,*5/H4,,oberkke01
