Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
19,Ryne Sandberg,26,CHC,NL,3.4,154,682,627,68,178,28,5,14,76,34,11,46,79,0.284,0.33,0.411,0.741,98,0.351,101,258,11,0,3,6,6,*4/H,ASGG,sandbry01
20,Bill Buckner*,36,BOS,AL,-0.3,153,681,629,73,168,39,2,18,102,6,4,40,25,0.267,0.311,0.421,0.733,98,0.327,93,265,25,4,0,8,9,*3D,,bucknbi01
21,Willie Wilson#,30,KCR,AL,1.9,156,675,631,77,170,20,7,9,44,34,8,31,97,0.269,0.313,0.366,0.679,84,0.316,79,231,6,9,3,1,1,*8/H,,wilsowi02
22,Wally Joyner*,24,CAL,AL,3.2,154,674,593,82,172,27,3,22,100,5,2,57,58,0.29,0.348,0.457,0.805,119,0.356,114,271,11,2,10,12,8,*3/H,ASMVP-8ROY-2,joynewa01
23,Jesse Barfield,26,TOR,AL,7.6,158,671,589,107,170,35,2,40,108,8,8,69,146,0.289,0.368,0.559,0.927,146,0.409,149,329,9,8,0,5,5,*98/H,ASMVP-5GGSS,barfije01
24,Vince Coleman#,24,STL,NL,1.3,154,670,600,94,139,13,8,0,29,107,14,60,98,0.232,0.301,0.28,0.581,62,0.314,61,168,4,2,3,5,0,*78/H,,colemvi01
25,Lloyd Moseby*,26,TOR,AL,2,152,668,589,89,149,24,5,21,86,32,11,64,122,0.253,0.329,0.418,0.746,100,0.342,97,246,7,6,2,7,3,*8/HD,AS,mosebll01
26,Tim Raines#,26,MON,NL,5.5,151,664,580,91,194,35,10,9,62,70,9,78,60,0.334,0.413,0.476,0.889,145,0.419,146,276,6,2,1,3,9,*7/H,ASMVP-6SS,raineti01
27,Gary Gaetti,27,MIN,AL,5.8,157,661,596,91,171,34,1,34,108,14,15,52,108,0.287,0.347,0.518,0.865,131,0.383,135,309,18,6,1,6,4,*5/6H47,MVP-16GG,gaettga01
28,Willie Upshaw*,29,TOR,AL,1.9,155,661,573,85,144,28,6,9,60,23,5,78,87,0.251,0.341,0.368,0.709,91,0.331,88,211,5,2,4,4,4,*3/HD,,upshawi01
29,Jim Presley,24,SEA,AL,2,155,660,616,83,163,33,4,27,107,0,4,32,172,0.265,0.303,0.463,0.766,105,0.339,103,285,18,4,3,5,3,*5,ASMVP-21,preslji01
30,Mike Schmidt,36,PHI,NL,6.2,160,657,552,97,160,29,1,37,119,1,2,89,84,0.29,0.39,0.547,0.937,153,0.413,156,302,8,7,0,9,25,*53/H,ASMVP-1GGSS,schmimi01
31,Buddy Bell,34,CIN,NL,3.5,155,655,568,89,158,29,3,20,75,2,8,73,49,0.278,0.362,0.445,0.807,119,0.369,124,253,14,5,3,6,4,*5/H4,,bellbu01
32,Tom Brunansky,25,MIN,AL,1.8,157,655,593,69,152,28,1,23,75,12,4,53,98,0.256,0.315,0.423,0.738,99,0.336,97,251,15,1,1,7,4,*9/HD8,,brunato01
33,Glenn Davis,25,HOU,NL,4.5,158,654,574,91,152,32,3,31,101,3,1,64,72,0.265,0.344,0.493,0.837,132,0.384,138,283,11,9,0,7,6,*3/H,ASMVP-2SS,davisgl01
34,Johnny Ray#,29,PIT,NL,4.4,155,654,579,67,174,33,0,7,78,6,9,58,47,0.301,0.363,0.394,0.757,108,0.347,110,228,21,3,1,7,10,*4H,,rayjo01
35,Alan Trammell,28,DET,AL,6.3,151,653,574,107,159,33,7,21,75,25,12,59,57,0.277,0.347,0.469,0.816,120,0.373,125,269,7,5,11,4,4,*6/HD,,trammal01
36,Keith Hernandez*,32,NYM,NL,5.5,149,652,551,94,171,34,1,13,83,2,1,94,69,0.31,0.413,0.446,0.859,140,0.399,149,246,14,4,0,3,9,*3,ASMVP-4GG,hernake01
37,Keith Moreland,32,CHC,NL,-1.6,156,652,586,72,159,30,0,12,79,3,6,53,48,0.271,0.326,0.384,0.71,90,0.317,82,225,15,0,2,11,10,*9523/H,,morelke01
38,Dave Winfield,34,NYY,AL,3.1,154,652,565,90,148,31,5,24,104,6,5,77,106,0.262,0.349,0.462,0.811,120,0.362,119,261,20,2,2,6,9,*9/HD5,AS,winfida01
39,Lou Whitaker*,29,DET,AL,4.4,144,651,584,95,157,26,6,20,73,13,8,63,70,0.269,0.338,0.437,0.775,110,0.349,108,255,20,0,0,4,5,*4/H,AS,whitalo01
40,Alfredo Griffin#,28,OAK,AL,3.4,162,649,594,74,169,23,6,4,51,33,16,35,52,0.285,0.323,0.364,0.687,94,0.319,95,216,5,2,12,6,6,*6,,griffal01
41,Tom Herr#,30,STL,NL,2.6,152,647,559,48,141,30,4,2,61,22,8,73,75,0.252,0.342,0.331,0.673,87,0.328,92,185,8,5,6,4,10,*4/H,,herrto01
42,Mitch Webster#,27,MON,NL,4,151,645,576,89,167,31,13,8,49,36,15,57,78,0.29,0.355,0.431,0.786,116,0.36,116,248,9,4,3,5,4,*89/7H,,webstmi01
43,Oddibe McDowell*,23,TEX,AL,3.1,154,643,572,105,152,24,7,18,49,33,15,65,112,0.266,0.341,0.427,0.767,106,0.345,103,244,12,1,3,2,5,*8H/D,,mcdowod01
44,Bill Doran#,28,HOU,NL,3.5,145,642,550,92,152,29,3,6,37,42,19,81,57,0.276,0.368,0.373,0.741,108,0.355,116,205,10,2,4,5,7,*4/H,MVP-11,doranbi02
45,Brook Jacoby,26,CLE,AL,3.1,158,641,583,83,168,30,4,17,80,2,1,56,137,0.288,0.35,0.441,0.791,116,0.362,119,257,15,0,1,1,5,*5/H,AS,jacobbr01
46,Kevin McReynolds,26,SDP,NL,4.2,158,641,560,89,161,31,6,26,96,8,6,66,83,0.288,0.358,0.504,0.862,138,0.383,138,282,9,1,5,9,6,*87/H9,,mcreyke01
47,Pete O'Brien*,28,TEX,AL,4.5,156,641,551,86,160,23,3,23,90,4,4,87,66,0.29,0.385,0.468,0.854,130,0.383,131,258,19,0,0,3,11,*3/H,MVP-17,o'bripe03
48,Kevin Bass#,27,HOU,NL,5.2,157,640,591,83,184,33,5,20,79,22,13,38,72,0.311,0.357,0.486,0.842,134,0.378,135,287,15,6,1,4,11,*98/H7,ASMVP-7,basske01
49,Dwight Evans,34,BOS,AL,4.4,152,640,529,86,137,33,2,26,97,3,3,97,117,0.259,0.376,0.476,0.853,131,0.38,130,252,11,6,2,6,4,*9/HD,,evansdw01
50,Carney Lansford,29,OAK,AL,4.1,151,640,591,80,168,16,4,19,72,16,7,39,51,0.284,0.332,0.421,0.753,111,0.363,126,249,16,5,1,4,2,53/DH4,,lansfca01
51,Glenn Wilson,27,PHI,NL,3,155,639,584,70,158,30,4,15,84,5,1,42,91,0.271,0.319,0.413,0.732,99,0.348,105,241,15,4,0,9,1,*9/H7,,wilsogl01
52,Tony Bernazard#,29,CLE,AL,3,146,636,562,88,169,28,4,17,73,17,8,53,77,0.301,0.362,0.456,0.818,124,0.368,123,256,6,6,7,8,5,*4/H,,bernato01
53,Julio Franco,27,CLE,AL,2.9,149,636,599,80,183,30,5,10,74,10,7,32,66,0.306,0.338,0.422,0.76,108,0.346,109,253,28,0,0,5,1,*64/DH,,francju01
54,Kent Hrbek*,26,MIN,AL,3,149,634,550,85,147,27,1,29,91,2,2,71,81,0.267,0.353,0.478,0.831,124,0.371,123,263,15,6,0,7,9,*3/HD,,hrbekke01
55,Juan Samuel,25,PHI,NL,3,145,633,591,90,157,36,12,16,78,42,14,26,142,0.266,0.302,0.448,0.751,102,0.349,102,265,8,8,1,7,3,*4/H,,samueju01
56,Brian Downing,35,CAL,AL,4.4,152,631,513,90,137,27,4,20,95,4,4,90,84,0.267,0.389,0.452,0.841,130,0.388,138,232,14,17,3,8,2,*7DH,,downibr01
57,Gary Pettis#,28,CAL,AL,5.1,154,628,539,93,139,23,4,5,58,50,13,69,132,0.258,0.339,0.343,0.683,88,0.341,96,185,7,0,15,5,2,*8/HD,GG,pettiga01
58,Terry Pendleton#,25,STL,NL,1.2,159,626,578,56,138,26,5,1,59,24,6,34,59,0.239,0.279,0.306,0.585,62,0.275,51,177,12,1,6,7,10,*5/H9,,pendlte01
59,Frank White,35,KCR,AL,4,151,620,566,76,154,37,3,22,84,4,4,43,88,0.272,0.322,0.465,0.787,111,0.346,106,263,10,2,2,7,5,*4/H56,ASGGSS,whitefr01
60,Harold Baines*,27,CHW,AL,2.9,145,618,570,72,169,29,2,21,88,2,1,38,89,0.296,0.338,0.465,0.803,113,0.357,109,265,14,2,0,8,9,*9/DH,AS,baineha01
61,Chili Davis#,26,SFG,NL,4.1,153,618,526,71,146,28,3,13,70,16,13,84,96,0.278,0.375,0.416,0.791,124,0.352,121,219,11,1,2,5,23,*98/H,AS,davisch01
62,Phil Bradley,27,SEA,AL,3.2,143,615,526,88,163,27,4,12,50,21,12,77,134,0.31,0.405,0.445,0.849,132,0.39,138,234,9,8,1,2,1,*7/8H,,bradlph01
63,Robby Thompson,24,SFG,NL,3.4,149,615,549,73,149,27,3,7,47,12,15,42,112,0.271,0.328,0.37,0.698,97,0.333,109,203,11,5,18,1,0,*4/H6,ROY-2,thompro01
64,Shawon Dunston,23,CHC,NL,0.9,150,611,581,66,145,37,3,17,68,13,11,21,114,0.25,0.278,0.411,0.69,83,0.307,75,239,5,3,4,2,5,*6/H,,dunstsh01
65,Ozzie Smith#,31,STL,NL,5.6,153,609,514,67,144,19,4,0,54,31,7,79,27,0.28,0.376,0.333,0.709,98,0.341,98,171,9,2,11,3,13,*6/H,ASGG,smithoz01
66,Pete Incaviglia,22,TEX,AL,0.7,153,606,540,82,135,21,2,30,88,3,2,55,185,0.25,0.32,0.463,0.783,109,0.35,107,250,9,4,0,7,2,*9D/H7,,incavpe01
67,Dave Kingman,37,OAK,AL,-1,144,604,561,70,118,19,0,35,94,3,3,33,126,0.21,0.255,0.431,0.686,90,0.304,85,242,16,3,0,7,3,*D/3H,,kingmda01
68,Darrell Evans*,39,DET,AL,3.3,151,601,507,78,122,15,0,29,85,3,2,91,105,0.241,0.356,0.442,0.798,116,0.357,113,224,6,1,0,2,5,3DH/5,,evansda01
69,Willie Randolph,31,NYY,AL,4.1,141,601,492,76,136,15,2,5,50,15,2,94,49,0.276,0.393,0.346,0.738,105,0.364,116,170,11,3,8,4,0,*4/HD,,randowi01
70,Ken Oberkfell*,30,ATL,NL,3.4,151,596,503,62,136,24,3,5,48,7,4,83,40,0.27,0.373,0.36,0.733,100,0.35,106,181,11,2,4,4,6,*54/H,,oberkke01
71,Robin Yount,30,MIL,AL,2.9,140,595,522,82,163,31,7,9,46,14,5,62,73,0.312,0.388,0.45,0.838,125,0.385,129,235,9,4,5,2,7,*8/DH3,,yountro01
72,Scott Fletcher,27,TEX,AL,4.7,147,594,530,82,159,34,5,3,50,12,11,47,59,0.3,0.36,0.4,0.76,105,0.348,109,212,10,4,10,3,0,*654/DH,MVP-17,fletcsc01
73,Jim Morrison,33,PIT,NL,3.1,154,593,537,58,147,35,4,23,88,9,8,47,88,0.274,0.334,0.482,0.816,121,0.362,120,259,6,4,0,5,5,*5/H46,,morriji01
74,Spike Owen#,25,2TM,AL,-0.1,154,593,528,67,122,24,7,1,45,4,4,51,51,0.231,0.3,0.309,0.608,67,0.289,66,163,13,2,9,3,1,*6/H,,owensp01
75,Sid Bream*,25,PIT,NL,2.8,154,591,522,73,140,37,5,16,77,13,7,60,73,0.268,0.341,0.45,0.791,115,0.351,109,235,14,1,1,7,5,*3/H7,,breamsi01
76,Cecil Cooper*,36,MIL,AL,-0.8,134,589,542,46,140,24,1,12,75,1,2,41,87,0.258,0.31,0.373,0.682,83,0.311,79,202,15,1,1,4,2,3D/H,,coopece01
77,Ernie Riles*,25,MIL,AL,0.2,145,588,524,69,132,24,2,9,47,7,7,54,80,0.252,0.321,0.357,0.678,83,0.314,82,187,14,1,6,3,0,*6/H,,rileser01
78,Darnell Coles,24,DET,AL,2,142,587,521,67,142,30,2,20,86,6,2,45,84,0.273,0.333,0.453,0.786,112,0.347,106,236,8,6,7,8,3,*5/D69H,,colesda01
79,Ron Oester#,30,CIN,NL,1.7,153,586,523,52,135,23,2,8,44,9,2,52,84,0.258,0.325,0.356,0.68,85,0.312,77,186,18,1,7,3,16,*4/H,,oestero01
80,Steve Garvey,37,SDP,NL,-1.3,155,584,557,58,142,22,0,21,81,1,2,23,72,0.255,0.284,0.408,0.692,91,0.31,84,227,18,1,0,3,5,*3H,,garvest01
81,Jody Davis,29,CHC,NL,4,148,581,528,61,132,27,2,21,74,0,1,41,110,0.25,0.3,0.428,0.728,93,0.328,88,226,14,0,4,8,4,*2/H3,ASGG,davisjo02
82,Bob Horner,28,ATL,NL,1.9,141,581,517,70,141,22,0,27,87,1,4,52,72,0.273,0.336,0.472,0.808,116,0.376,127,244,16,2,0,10,8,*3/H,,hornebo01
83,Eddie Murray#,30,BAL,AL,4.1,137,578,495,61,151,25,1,17,84,3,0,78,49,0.305,0.396,0.463,0.859,136,0.389,137,229,17,0,0,5,7,*3D/H,AS,murraed02
84,Danny Tartabull,23,SEA,AL,1.2,137,578,511,76,138,25,6,25,96,4,8,61,157,0.27,0.347,0.489,0.836,125,0.369,126,250,10,1,2,3,2,947/DH5,ROY-5,tartada01
85,Ozzie Guillén*,22,CHW,AL,1.6,159,577,547,58,137,19,4,2,47,8,4,12,52,0.25,0.265,0.311,0.576,54,0.272,49,170,14,1,12,5,1,*6/HD,,guilloz01
86,Gary Carter,32,NYM,NL,3.6,132,573,490,81,125,14,2,24,105,1,0,62,63,0.255,0.337,0.439,0.776,115,0.352,114,215,21,6,0,15,9,*2/3795H,ASMVP-3SS,cartega01
87,Doug DeCinces,35,CAL,AL,2.5,140,572,512,69,131,20,3,26,96,2,2,52,74,0.256,0.325,0.459,0.784,112,0.353,112,235,19,2,2,4,4,*5/HD6,MVP-11,decindo01
88,Lonnie Smith,30,KCR,AL,2.3,134,568,508,80,146,25,7,8,44,26,9,46,78,0.287,0.357,0.411,0.768,108,0.358,111,209,10,10,2,2,0,*7D/H,,smithlo01
89,Mike Pagliarulo*,26,NYY,AL,2.8,149,565,504,71,120,24,3,28,71,4,1,54,120,0.238,0.316,0.464,0.78,110,0.347,107,234,10,4,1,2,10,*5/H6,,paglimi01
90,Tony Peña,29,PIT,NL,3.8,144,565,510,56,147,26,2,10,52,9,10,53,69,0.288,0.356,0.406,0.762,109,0.346,109,207,21,1,0,1,6,*2/H3,AS,penato01
91,Steve Balboni,29,KCR,AL,-0.5,138,562,512,54,117,25,1,29,88,0,0,43,146,0.229,0.286,0.451,0.738,97,0.322,88,231,8,1,0,6,2,*3/H,,balbost01
92,Alvin Davis*,25,SEA,AL,1,135,562,479,66,130,18,1,18,72,0,3,76,68,0.271,0.373,0.426,0.799,118,0.361,119,204,11,3,2,2,10,3D/H,,davisal01
93,Darryl Strawberry*,24,NYM,NL,3.4,136,562,475,76,123,27,5,27,93,28,12,72,141,0.259,0.358,0.507,0.865,139,0.392,142,241,4,6,0,9,9,*9/H7,AS,strawda01
94,Bob Brenly,32,SFG,NL,3.3,149,560,472,60,116,26,0,16,62,10,6,74,97,0.246,0.35,0.403,0.752,112,0.35,117,190,4,3,5,3,10,253/H,,brenlbo01
95,Leon Durham*,28,CHC,NL,0.6,141,557,484,66,127,18,7,20,65,8,7,67,98,0.262,0.35,0.452,0.803,114,0.351,107,219,6,1,0,5,16,*3/H,,durhale01
96,Tim Hulett,26,CHW,AL,0.8,150,552,520,53,120,16,5,17,44,4,1,21,91,0.231,0.26,0.379,0.639,69,0.288,60,197,11,1,6,4,0,54/H,,huletti01
97,Garry Templeton#,30,SDP,NL,-0.7,147,549,510,42,126,21,2,2,44,10,5,35,86,0.247,0.296,0.308,0.603,69,0.274,56,157,12,1,1,2,21,*6H,,templga01
98,Andre Dawson,31,MON,NL,2.4,130,546,496,65,141,32,2,20,78,18,12,37,79,0.284,0.338,0.478,0.815,123,0.362,122,237,13,6,1,6,11,*9/H,,dawsoan01
99,Rob Deer,25,MIL,AL,1,134,546,466,75,108,17,3,33,86,5,2,72,179,0.232,0.336,0.494,0.83,120,0.371,120,230,4,3,2,3,3,*9/37H,,deerro01
100,Mike Easler*,35,NYY,AL,2,146,546,490,64,148,26,2,14,78,3,2,49,87,0.302,0.362,0.449,0.811,121,0.368,123,220,17,0,2,5,13,*DH/79,,easlemi01
101,Wayne Tolleson#,30,2TM,AL,2.7,141,546,475,61,126,16,5,3,43,17,10,52,76,0.265,0.338,0.339,0.677,84,0.317,84,161,6,2,13,4,0,65/H4D78,,tollewa01
102,Jim Gantner*,33,MIL,AL,1,139,543,497,58,136,25,1,7,38,13,7,26,50,0.274,0.313,0.37,0.684,84,0.312,79,184,13,6,6,7,2,*4/H56D,,gantnji01
103,Ray Knight,33,NYM,NL,2.4,137,541,486,51,145,24,2,11,76,2,1,40,63,0.298,0.351,0.424,0.775,115,0.359,119,206,19,4,3,8,2,*5/H3,MVP-14,knighra01
104,Willie McGee#,27,STL,NL,2.9,124,539,497,65,127,22,7,7,48,19,16,37,82,0.256,0.306,0.37,0.676,86,0.331,101,184,8,1,0,4,7,*8/H,GG,mcgeewi01
105,Tim Wallach,28,MON,NL,2.4,134,539,480,50,112,22,1,18,71,8,4,44,72,0.233,0.308,0.396,0.704,93,0.321,89,190,16,10,0,5,8,*5/H,,wallati01
106,Lee Lacy,38,BAL,AL,1.5,130,537,491,77,141,18,0,11,47,4,6,37,71,0.287,0.334,0.391,0.725,99,0.333,101,192,12,0,4,5,2,*9H/D,,lacyle01
107,José Cruz*,38,HOU,NL,2.7,141,536,479,48,133,22,4,10,72,3,4,55,86,0.278,0.351,0.403,0.754,111,0.349,115,193,9,0,0,2,12,*7H,,cruzjo01
108,Mike Davis*,27,OAK,AL,4,142,533,489,77,131,28,3,19,55,27,4,34,91,0.268,0.314,0.454,0.768,114,0.357,116,222,7,1,4,5,2,*98/H,,davismi02
109,Tony Phillips#,27,OAK,AL,4.4,118,532,441,76,113,14,5,5,52,15,10,76,82,0.256,0.367,0.345,0.712,103,0.342,114,152,2,3,9,3,0,45/8HD6,,phillto02
110,Ken Griffey*,36,2TM,2LG,2.2,139,532,490,69,150,22,3,21,58,14,9,35,67,0.306,0.35,0.492,0.842,127,0.374,126,241,9,1,1,5,4,*7H/8D39,,griffke01
111,Rafael Ramírez,28,ATL,NL,0.2,134,530,496,57,119,21,1,8,33,19,8,21,60,0.24,0.273,0.335,0.608,64,0.287,58,166,16,3,7,3,1,65/H79,,ramirra01
112,Roy Smalley#,33,MIN,AL,0.9,143,530,459,59,113,20,4,20,57,1,3,68,80,0.246,0.342,0.438,0.78,110,0.345,106,201,10,0,1,2,4,*DH6/5,,smallro02
113,George Brett*,33,KCR,AL,4,124,529,441,70,128,28,4,16,73,1,2,80,45,0.29,0.401,0.481,0.881,138,0.388,136,212,6,4,0,4,18,*5/D6H,AS,brettge01
114,Dick Schofield,23,CAL,AL,4.2,139,529,458,67,114,17,6,13,57,23,5,48,55,0.249,0.321,0.397,0.719,96,0.34,98,182,8,5,9,9,2,*6/H,MVP-22,schofdi02
115,John Cangelosi#,23,CHW,AL,0.5,137,525,438,65,103,16,3,2,32,50,17,71,61,0.235,0.349,0.299,0.648,76,0.323,80,131,5,7,6,3,0,*87H/9D,,cangejo01
116,Greg Gagne,24,MIN,AL,0.8,156,524,472,63,118,22,6,12,54,12,10,30,108,0.25,0.301,0.398,0.7,88,0.326,93,188,4,6,13,3,0,*6/4H,,gagnegr01
117,Larry Parrish,32,TEX,AL,2,129,524,464,67,128,22,1,28,94,3,1,52,114,0.276,0.347,0.509,0.856,128,0.373,122,236,16,2,0,6,7,D5/H,,parrila01
118,Kirk Gibson*,29,DET,AL,3.7,119,521,441,84,118,11,2,28,86,34,6,68,107,0.268,0.371,0.492,0.863,133,0.404,139,217,8,7,1,4,4,*9/DH8,,gibsoki01
119,Bo Díaz,33,CIN,NL,2.3,134,519,474,50,129,21,0,10,56,1,1,40,52,0.272,0.327,0.38,0.707,92,0.327,90,180,11,0,2,3,0,*2/H,,diazbo01
120,Reggie Jackson*,40,CAL,AL,1.2,132,517,419,65,101,12,2,18,58,1,1,92,115,0.241,0.379,0.408,0.787,116,0.356,114,171,14,3,0,3,11,*DH/9,,jacksre01
121,José Uribe#,27,SFG,NL,2.3,157,517,453,46,101,15,1,3,43,22,11,61,76,0.223,0.315,0.28,0.596,70,0.272,57,127,2,0,3,0,19,*6/H,,uribejo01
122,Steve Lombardozzi,26,MIN,AL,0.8,156,515,453,53,103,20,5,8,33,3,1,52,76,0.227,0.308,0.347,0.655,78,0.305,74,157,8,1,9,0,2,*4/H,,lombast01
123,Steve Buechele,24,TEX,AL,1.8,153,513,461,54,112,19,2,18,54,5,8,35,98,0.243,0.302,0.41,0.712,90,0.321,90,189,10,5,9,3,1,*54/H7,,buechst01
124,Steve Jeltz#,27,PHI,NL,0.5,145,510,439,44,96,11,4,0,36,6,3,65,97,0.219,0.32,0.262,0.581,61,0.284,58,115,9,1,3,2,9,*6/H,,jeltzst01
125,Rich Gedman*,26,BOS,AL,3.3,135,509,462,49,119,29,0,16,65,1,0,37,61,0.258,0.315,0.424,0.739,100,0.335,97,196,15,4,1,5,13,*2H,AS,gedmari01
126,Pat Tabler,28,CLE,AL,2.4,130,508,473,61,154,29,2,6,48,3,1,29,75,0.326,0.368,0.433,0.801,120,0.371,125,205,11,3,2,1,3,3DH,,tablepa01
127,Bob Boone,38,CAL,AL,1.6,144,503,442,48,98,12,2,7,49,1,0,43,30,0.222,0.287,0.305,0.593,63,0.284,62,135,15,0,12,6,1,*2/H,GG,boonebo01
128,Lenny Dykstra*,23,NYM,NL,4.7,147,498,431,77,127,27,7,8,45,31,7,58,55,0.295,0.377,0.445,0.822,129,0.388,134,192,4,0,7,2,1,*8H/7,MVP-19,dykstle01
129,Bobby Bonilla#,23,2TM,2LG,0.1,138,496,426,55,109,16,4,3,43,8,5,62,88,0.256,0.352,0.333,0.686,87,0.32,85,142,9,2,5,1,3,739H8/5,,bonilbo01
130,Carlton Fisk,38,CHW,AL,-1.7,125,491,457,42,101,11,0,14,63,2,4,22,92,0.221,0.263,0.337,0.6,60,0.27,50,154,10,6,0,6,2,27D/H,,fiskca01
131,Jim Sundberg,35,KCR,AL,1.1,140,491,429,41,91,9,1,12,42,1,1,57,91,0.212,0.303,0.322,0.624,70,0.296,69,138,7,0,2,3,1,*2H,,sundbji01
132,Glenn Hubbard,28,ATL,NL,1.1,143,488,408,42,94,16,1,4,36,3,2,66,74,0.23,0.34,0.304,0.644,76,0.31,76,124,5,4,6,4,14,*4/H,,hubbagl01
133,Eric Davis,24,CIN,NL,5.3,132,487,415,97,115,15,3,27,71,80,11,68,100,0.277,0.378,0.523,0.901,143,0.449,156,217,6,1,0,3,5,*78H9,MVP-12,daviser01
134,Harold Reynolds#,25,SEA,AL,-1.2,126,486,445,46,99,19,4,1,24,30,12,29,42,0.222,0.275,0.29,0.565,54,0.271,50,129,6,3,9,0,0,*4,,reynoha01
135,Barry Bonds*,21,PIT,NL,3.5,113,484,413,72,92,26,3,16,48,36,7,65,102,0.223,0.33,0.416,0.746,103,0.358,106,172,4,2,2,2,2,*8/H,ROY-6,bondsba01
136,Paul Molitor,29,MIL,AL,2.3,105,482,437,62,123,24,6,9,55,20,5,40,81,0.281,0.34,0.426,0.765,105,0.356,106,186,9,0,2,3,0,5D/7,,molitpa01
137,Mel Hall*,25,CLE,AL,1.7,140,480,442,68,131,29,2,18,77,6,2,33,65,0.296,0.346,0.493,0.839,128,0.366,121,218,8,2,0,3,8,*7H9/D,,hallme01
